full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,case_folding,cleaning,normalized,tokenize,Filtering/stopword_removal,stemming_data,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Kecepatan buka aplikasi game iPhone 16 ini secepat teleportasi antar dimensi, performanya buka game dan langsung masuk arena pertempuran, gak pake loading loading lama yang bikin boring, langsung action tanpa basa basi!""",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kecepatan buka aplikasi game iphone 16 ini secepat teleportasi antar dimensi, performanya buka game dan langsung masuk arena pertempuran, gak pake loading loading lama yang bikin boring, langsung action tanpa basa basi!""",kecepatan buka aplikasi game iphone  ini secepat teleportasi antar dimensi performanya buka game dan langsung masuk arena pertempuran gak pake loading loading lama yang bikin boring langsung action tanpa basa basi,cepat buka aplikasi game iphone ini cepat teleportasi antar dimensi performa buka game dan langsung masuk arena tempur gak pake loading loading lama yang bikin boring langsung action tanpa basa basi,"['cepat', 'buka', 'aplikasi', 'game', 'iphone', 'ini', 'cepat', 'teleportasi', 'antar', 'dimensi', 'performa', 'buka', 'game', 'dan', 'langsung', 'masuk', 'arena', 'tempur', 'gak', 'pake', 'loading', 'loading', 'lama', 'yang', 'bikin', 'boring', 'langsung', 'action', 'tanpa', 'basa', 'basi']","['cepat', 'buka', 'aplikasi', 'game', 'cepat', 'teleportasi', 'dimensi', 'performa', 'buka', 'game', 'langsung', 'masuk', 'arena', 'tempur', 'gak', 'pake', 'loading', 'loading', 'bikin', 'boring', 'langsung', 'action', 'basa', 'basi']",cepat buka aplikasi game cepat teleportasi dimensi performa buka game langsung masuk arena tempur gak pake loading loading bikin boring langsung action basa basi,,"Kecepatan buka aplikasi game iPhone 16 ini secepat teleportasi antar dimensi, performanya buka game dan langsung masuk arena pertempuran, gak pake loading loading lama yang bikin boring, langsung action tanpa basa basi!"" ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Buat game kompetitif, iPhone 16 ini pilihan tepat, performanya ngebut buat push rank.""",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"buat game kompetitif, iphone 16 ini pilihan tepat, performanya ngebut buat push rank.""",buat game kompetitif iphone  ini pilihan tepat performanya ngebut buat push rank,buat game kompetitif iphone ini pilih tepat performa ngebut buat push rank,"['buat', 'game', 'kompetitif', 'iphone', 'ini', 'pilih', 'tepat', 'performa', 'ngebut', 'buat', 'push', 'rank']","['game', 'kompetitif', 'pilih', 'performa', 'ngebut', 'push', 'rank']",game kompetitif pilih performa ngebut push rank,,"Buat game kompetitif, iPhone 16 ini pilihan tepat, performanya ngebut buat push rank."" ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Performa game iPhone 16 inkonsisten, frame rate sering naik turun gak jelas.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"performa game iphone 16 inkonsisten, frame rate sering naik turun gak jelas.""",performa game iphone  inkonsisten frame rate sering naik turun gak jelas,performa game iphone inkonsisten frame rate sering naik turun gak jelas,"['performa', 'game', 'iphone', 'inkonsisten', 'frame', 'rate', 'sering', 'naik', 'turun', 'gak', 'jelas']","['performa', 'game', 'inkonsisten', 'frame', 'rate', 'turun', 'gak']",performa game inkonsisten frame rate turun gak,,"Performa game iPhone 16 inkonsisten, frame rate sering naik turun gak jelas."" ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Performa grafis game iPhone 16 ini memukau, tampilan game detail, realistic, dan vibrant banget di layar iPhone 16.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"performa grafis game iphone 16 ini memukau, tampilan game detail, realistic, dan vibrant banget di layar iphone 16.",performa grafis game iphone  ini memukau tampilan game detail realistic dan vibrant banget di layar iphone ,performa grafis game iphone ini pukau tampil game detail realistic dan vibrant banget di layar iphone,"['performa', 'grafis', 'game', 'iphone', 'ini', 'pukau', 'tampil', 'game', 'detail', 'realistic', 'dan', 'vibrant', 'banget', 'di', 'layar', 'iphone']","['performa', 'grafis', 'game', 'pukau', 'tampil', 'game', 'detail', 'realistic', 'vibrant', 'banget', 'layar']",performa grafis game pukau tampil game detail realistic vibrant banget layar,,"Performa grafis game iPhone 16 ini memukau, tampilan game detail, realistic, dan vibrant banget di layar iPhone 16. ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Output audio game iPhone 16 ini powerfull kayak konser musik, performanya lantang kayak speaker stadion dan gak sember meski volume full power bikin gaming experience makin bombastis!""",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"output audio game iphone 16 ini powerfull kayak konser musik, performanya lantang kayak speaker stadion dan gak sember meski volume full power bikin gaming experience makin bombastis!""",output audio game iphone  ini powerfull kayak konser musik performanya lantang kayak speaker stadion dan gak sember meski volume full power bikin gaming experience makin bombastis,output audio game iphone ini powerfull kayak konser musik performa lantang kayak speaker stadion dan gak sember meski volume full power bikin gaming experience makin bombastis,"['output', 'audio', 'game', 'iphone', 'ini', 'powerfull', 'kayak', 'konser', 'musik', 'performa', 'lantang', 'kayak', 'speaker', 'stadion', 'dan', 'gak', 'sember', 'meski', 'volume', 'full', 'power', 'bikin', 'gaming', 'experience', 'makin', 'bombastis']","['output', 'audio', 'game', 'powerfull', 'kayak', 'konser', 'musik', 'performa', 'lantang', 'kayak', 'speaker', 'stadion', 'gak', 'sember', 'volume', 'full', 'power', 'bikin', 'gaming', 'experience', 'bombastis']",output audio game powerfull kayak konser musik performa lantang kayak speaker stadion gak sember volume full power bikin gaming experience bombastis,,"Output audio game iPhone 16 ini powerfull kayak konser musik, performanya lantang kayak speaker stadion dan gak sember meski volume full power bikin gaming experience makin bombastis!"" ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Daya tahan baterai iPhone 16 ini mantap buat gaming, bisa tahan lama buat sesi gaming panjang.""",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"daya tahan baterai iphone 16 ini mantap buat gaming, bisa tahan lama buat sesi gaming panjang.""",daya tahan baterai iphone  ini mantap buat gaming bisa tahan lama buat sesi gaming panjang,daya tahan baterai iphone ini mantap buat gaming bisa tahan lama buat sesi gaming panjang,"['daya', 'tahan', 'baterai', 'iphone', 'ini', 'mantap', 'buat', 'gaming', 'bisa', 'tahan', 'lama', 'buat', 'sesi', 'gaming', 'panjang']","['daya', 'tahan', 'baterai', 'mantap', 'gaming', 'tahan', 'sesi', 'gaming']",daya tahan baterai mantap gaming tahan sesi gaming,,"Daya tahan baterai iPhone 16 ini mantap buat gaming, bisa tahan lama buat sesi gaming panjang."" ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ooredoo Maldives menawarkan penawaran luar biasa untuk iPhone 16 Pro dan iPhone 16 Pro Max yang menampilkan ukuran layar lebih besar Kontrol Kamera, fitur kamera profesional yang inovatif, dan lompatan besar dalam masa pakai baterai yang didukung oleh chip A18 Pro yang cepat dan efisien dan dibuat untuk Apple Intelligence. https://t.co/RowzoTTabs",https://pbs.twimg.com/media/GX3GtyYa8AA2D7k.jpg,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,"ooredoo maldives menawarkan penawaran luar biasa untuk iphone 16 pro dan iphone 16 pro max yang menampilkan ukuran layar lebih besar kontrol kamera, fitur kamera profesional yang inovatif, dan lompatan besar dalam masa pakai baterai yang didukung oleh chip a18 pro yang cepat dan efisien dan dibuat untuk apple intelligence. https://t.co/rowzottabs",ooredoo maldives menawarkan penawaran luar biasa untuk iphone  pro dan iphone  pro max yang menampilkan ukuran layar lebih besar kontrol kamera fitur kamera profesional yang inovatif dan lompatan besar dalam masa pakai baterai yang didukung oleh chip a pro yang cepat dan efisien dan dibuat untuk apple intelligence httpstcorowzottabs,ooredoo maldives tawar tawar luar biasa untuk iphone pro dan iphone pro max yang tampil ukur layar lebih besar kontrol kamera fitur kamera profesional yang inovatif dan lompat besar dalam masa pakai baterai yang dukung oleh chip a pro yang cepat dan efisien dan buat untuk apple intelligence httpstcorowzottabs,"['ooredoo', 'maldives', 'tawar', 'tawar', 'luar', 'biasa', 'untuk', 'iphone', 'pro', 'dan', 'iphone', 'pro', 'max', 'yang', 'tampil', 'ukur', 'layar', 'lebih', 'besar', 'kontrol', 'kamera', 'fitur', 'kamera', 'profesional', 'yang', 'inovatif', 'dan', 'lompat', 'besar', 'dalam', 'masa', 'pakai', 'baterai', 'yang', 'dukung', 'oleh', 'chip', 'a', 'pro', 'yang', 'cepat', 'dan', 'efisien', 'dan', 'buat', 'untuk', 'apple', 'intelligence', 'httpstcorowzottabs']","['ooredoo', 'maldives', 'tawar', 'tawar', 'pro', 'pro', 'max', 'tampil', 'ukur', 'layar', 'kontrol', 'kamera', 'fitur', 'kamera', 'profesional', 'inovatif', 'lompat', 'pakai', 'baterai', 'dukung', 'chip', 'a', 'pro', 'cepat', 'efisien', 'intelligence', 'httpstcorowzottabs']",ooredoo maldives tawar tawar pro pro max tampil ukur layar kontrol kamera fitur kamera profesional inovatif lompat pakai baterai dukung chip a pro cepat efisien intelligence httpstcorowzottabs,"iPhone 16 Pro
Pre-Order Now

","Ooredoo Maldives menawarkan penawaran luar biasa untuk iPhone 16 Pro dan iPhone 16 Pro Max yang menampilkan ukuran layar lebih besar Kontrol Kamera, fitur kamera profesional yang inovatif, dan lompatan besar dalam masa pakai baterai yang didukung oleh chip A18 Pro yang cepat dan efisien dan dibuat untuk Apple Intelligence. https://t.co/RowzoTTabs iPhone 16 Pro
Pre-Order Now

",0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
"iPhone 16 ini lincah banget dioperasikan buat game action, semua aksi di game berjalan dengan cepat dan lancar tanpa hambatan berarti.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini lincah banget dioperasikan buat game action, semua aksi di game berjalan dengan cepat dan lancar tanpa hambatan berarti.",iphone  ini lincah banget dioperasikan buat game action semua aksi di game berjalan dengan cepat dan lancar tanpa hambatan berarti,iphone ini lincah banget operasi buat game action semua aksi di game jalan dengan cepat dan lancar tanpa hambat arti,"['iphone', 'ini', 'lincah', 'banget', 'operasi', 'buat', 'game', 'action', 'semua', 'aksi', 'di', 'game', 'jalan', 'dengan', 'cepat', 'dan', 'lancar', 'tanpa', 'hambat', 'arti']","['lincah', 'banget', 'operasi', 'game', 'action', 'aksi', 'game', 'jalan', 'cepat', 'lancar', 'hambat', 'arti']",lincah banget operasi game action aksi game jalan cepat lancar hambat arti,,"iPhone 16 ini lincah banget dioperasikan buat game action, semua aksi di game berjalan dengan cepat dan lancar tanpa hambatan berarti. ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Speaker stereo iPhone 16 ngebass banget! Suara game makin hidup, immersive, buat dengerin footstep musuh juga jelas banget, gaming experience makin seru!",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"speaker stereo iphone 16 ngebass banget! suara game makin hidup, immersive, buat dengerin footstep musuh juga jelas banget, gaming experience makin seru!",speaker stereo iphone  ngebass banget suara game makin hidup immersive buat dengerin footstep musuh juga jelas banget gaming experience makin seru,speaker stereo iphone ngebass banget suara game makin hidup immersive buat dengerin footstep musuh juga jelas banget gaming experience makin seru,"['speaker', 'stereo', 'iphone', 'ngebass', 'banget', 'suara', 'game', 'makin', 'hidup', 'immersive', 'buat', 'dengerin', 'footstep', 'musuh', 'juga', 'jelas', 'banget', 'gaming', 'experience', 'makin', 'seru']","['speaker', 'stereo', 'ngebass', 'banget', 'suara', 'game', 'hidup', 'immersive', 'dengerin', 'footstep', 'musuh', 'banget', 'gaming', 'experience', 'seru']",speaker stereo ngebass banget suara game hidup immersive dengerin footstep musuh banget gaming experience seru,,"Speaker stereo iPhone 16 ngebass banget! Suara game makin hidup, immersive, buat dengerin footstep musuh juga jelas banget, gaming experience makin seru! ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 kadang gak smooth ngegame, scrolling map, panning kamera kadang patah-patah.",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 kadang gak smooth ngegame, scrolling map, panning kamera kadang patah-patah.",iphone  kadang gak smooth ngegame scrolling map panning kamera kadang patahpatah,iphone kadang gak smooth ngegame scrolling map panning kamera kadang patahpatah,"['iphone', 'kadang', 'gak', 'smooth', 'ngegame', 'scrolling', 'map', 'panning', 'kamera', 'kadang', 'patahpatah']","['kadang', 'gak', 'smooth', 'ngegame', 'scrolling', 'map', 'panning', 'kamera', 'kadang', 'patahpatah']",kadang gak smooth ngegame scrolling map panning kamera kadang patahpatah,,"iPhone 16 kadang gak smooth ngegame, scrolling map, panning kamera kadang patah-patah. ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Buat rendering video game 4K, iPhone 16 ini secepat kilat ninja, performanya ngebut rendering video gameplay kualitas 4K, hasilnya langsung jadi kualitasnya juga dewa!""",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"buat rendering video game 4k, iphone 16 ini secepat kilat ninja, performanya ngebut rendering video gameplay kualitas 4k, hasilnya langsung jadi kualitasnya juga dewa!""",buat rendering video game k iphone  ini secepat kilat ninja performanya ngebut rendering video gameplay kualitas k hasilnya langsung jadi kualitasnya juga dewa,buat rendering video game k iphone ini cepat kilat ninja performa ngebut rendering video gameplay kualitas k hasil langsung jadi kualitas juga dewa,"['buat', 'rendering', 'video', 'game', 'k', 'iphone', 'ini', 'cepat', 'kilat', 'ninja', 'performa', 'ngebut', 'rendering', 'video', 'gameplay', 'kualitas', 'k', 'hasil', 'langsung', 'jadi', 'kualitas', 'juga', 'dewa']","['rendering', 'video', 'game', 'k', 'cepat', 'kilat', 'ninja', 'performa', 'ngebut', 'rendering', 'video', 'gameplay', 'kualitas', 'k', 'hasil', 'langsung', 'kualitas', 'dewa']",rendering video game k cepat kilat ninja performa ngebut rendering video gameplay kualitas k hasil langsung kualitas dewa,,"Buat rendering video game 4K, iPhone 16 ini secepat kilat ninja, performanya ngebut rendering video gameplay kualitas 4K, hasilnya langsung jadi kualitasnya juga dewa!"" ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 kurang responsif buat game, input lag kadang terasa mengganggu.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 kurang responsif buat game, input lag kadang terasa mengganggu.""",iphone  kurang responsif buat game input lag kadang terasa mengganggu,iphone kurang responsif buat game input lag kadang asa ganggu,"['iphone', 'kurang', 'responsif', 'buat', 'game', 'input', 'lag', 'kadang', 'asa', 'ganggu']","['responsif', 'game', 'input', 'lag', 'kadang', 'asa', 'ganggu']",responsif game input lag kadang asa ganggu,,"iPhone 16 kurang responsif buat game, input lag kadang terasa mengganggu."" ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Main game battle royale competitive mode di iPhone 16 ini gak nyaman kayak jalan rusak berlubang, unstable performance di high rank dan blur graphics bikin lose every match.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"main game battle royale competitive mode di iphone 16 ini gak nyaman kayak jalan rusak berlubang, unstable performance di high rank dan blur graphics bikin lose every match.""",main game battle royale competitive mode di iphone  ini gak nyaman kayak jalan rusak berlubang unstable performance di high rank dan blur graphics bikin lose every match,main game battle royale competitive mode di iphone ini gak nyaman kayak jalan rusak lubang unstable performance di high rank dan blur graphics bikin lose every match,"['main', 'game', 'battle', 'royale', 'competitive', 'mode', 'di', 'iphone', 'ini', 'gak', 'nyaman', 'kayak', 'jalan', 'rusak', 'lubang', 'unstable', 'performance', 'di', 'high', 'rank', 'dan', 'blur', 'graphics', 'bikin', 'lose', 'every', 'match']","['main', 'game', 'battle', 'royale', 'competitive', 'mode', 'gak', 'nyaman', 'kayak', 'jalan', 'rusak', 'lubang', 'unstable', 'performance', 'high', 'rank', 'blur', 'graphics', 'bikin', 'lose', 'every', 'match']",main game battle royale competitive mode gak nyaman kayak jalan rusak lubang unstable performance high rank blur graphics bikin lose every match,,"Main game battle royale competitive mode di iPhone 16 ini gak nyaman kayak jalan rusak berlubang, unstable performance di high rank dan blur graphics bikin lose every match."" ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Overall performa game iPhone 16 ini perfecto kayak karya seni agung, numero uno kayak legenda hidup, dan tiada tara kayak keajaiban dunia, the best performance gaming smartphone ever exist in the entire multiverse!",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"overall performa game iphone 16 ini perfecto kayak karya seni agung, numero uno kayak legenda hidup, dan tiada tara kayak keajaiban dunia, the best performance gaming smartphone ever exist in the entire multiverse!",overall performa game iphone  ini perfecto kayak karya seni agung numero uno kayak legenda hidup dan tiada tara kayak keajaiban dunia the best performance gaming smartphone ever exist in the entire multiverse,overall performa game iphone ini perfecto kayak karya seni agung numero uno kayak legenda hidup dan tiada tara kayak ajaib dunia the best performance gaming smartphone ever exist in the entire multiverse,"['overall', 'performa', 'game', 'iphone', 'ini', 'perfecto', 'kayak', 'karya', 'seni', 'agung', 'numero', 'uno', 'kayak', 'legenda', 'hidup', 'dan', 'tiada', 'tara', 'kayak', 'ajaib', 'dunia', 'the', 'best', 'performance', 'gaming', 'smartphone', 'ever', 'exist', 'in', 'the', 'entire', 'multiverse']","['overall', 'performa', 'game', 'perfecto', 'kayak', 'karya', 'seni', 'agung', 'numero', 'uno', 'kayak', 'legenda', 'hidup', 'tiada', 'tara', 'kayak', 'ajaib', 'dunia', 'the', 'best', 'performance', 'gaming', 'smartphone', 'ever', 'exist', 'in', 'the', 'entire', 'multiverse']",overall performa game perfecto kayak karya seni agung numero uno kayak legenda hidup tiada tara kayak ajaib dunia the best performance gaming smartphone ever exist in the entire multiverse,,"Overall performa game iPhone 16 ini perfecto kayak karya seni agung, numero uno kayak legenda hidup, dan tiada tara kayak keajaiban dunia, the best performance gaming smartphone ever exist in the entire multiverse! ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 ini lincah banget dioperasikan buat game seberat apapun di alam semesta ini, semua aksi di semua game terberat di galaksi bima sakti berjalan dengan cepat dan lancar tanpa hambatan berarti sedikit pun.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini lincah banget dioperasikan buat game seberat apapun di alam semesta ini, semua aksi di semua game terberat di galaksi bima sakti berjalan dengan cepat dan lancar tanpa hambatan berarti sedikit pun.",iphone  ini lincah banget dioperasikan buat game seberat apapun di alam semesta ini semua aksi di semua game terberat di galaksi bima sakti berjalan dengan cepat dan lancar tanpa hambatan berarti sedikit pun,iphone ini lincah banget operasi buat game berat apa di alam semesta ini semua aksi di semua game berat di galaksi bima sakti jalan dengan cepat dan lancar tanpa hambat arti sedikit pun,"['iphone', 'ini', 'lincah', 'banget', 'operasi', 'buat', 'game', 'berat', 'apa', 'di', 'alam', 'semesta', 'ini', 'semua', 'aksi', 'di', 'semua', 'game', 'berat', 'di', 'galaksi', 'bima', 'sakti', 'jalan', 'dengan', 'cepat', 'dan', 'lancar', 'tanpa', 'hambat', 'arti', 'sedikit', 'pun']","['lincah', 'banget', 'operasi', 'game', 'berat', 'alam', 'semesta', 'aksi', 'game', 'berat', 'galaksi', 'bima', 'sakti', 'jalan', 'cepat', 'lancar', 'hambat', 'arti']",lincah banget operasi game berat alam semesta aksi game berat galaksi bima sakti jalan cepat lancar hambat arti,,"iPhone 16 ini lincah banget dioperasikan buat game seberat apapun di alam semesta ini, semua aksi di semua game terberat di galaksi bima sakti berjalan dengan cepat dan lancar tanpa hambatan berarti sedikit pun. ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 ini kaku banget dioperasikan buat game semua genre, banyak aksi di berbagai jenis game berjalan dengan lambat dan tersendat-sendat yang bikin frustasi tingkat dewa.",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini kaku banget dioperasikan buat game semua genre, banyak aksi di berbagai jenis game berjalan dengan lambat dan tersendat-sendat yang bikin frustasi tingkat dewa.",iphone  ini kaku banget dioperasikan buat game semua genre banyak aksi di berbagai jenis game berjalan dengan lambat dan tersendatsendat yang bikin frustasi tingkat dewa,iphone ini kaku banget operasi buat game semua genre banyak aksi di bagai jenis game jalan dengan lambat dan tersendatsendat yang bikin frustasi tingkat dewa,"['iphone', 'ini', 'kaku', 'banget', 'operasi', 'buat', 'game', 'semua', 'genre', 'banyak', 'aksi', 'di', 'bagai', 'jenis', 'game', 'jalan', 'dengan', 'lambat', 'dan', 'tersendatsendat', 'yang', 'bikin', 'frustasi', 'tingkat', 'dewa']","['kaku', 'banget', 'operasi', 'game', 'genre', 'aksi', 'jenis', 'game', 'jalan', 'lambat', 'tersendatsendat', 'bikin', 'frustasi', 'tingkat', 'dewa']",kaku banget operasi game genre aksi jenis game jalan lambat tersendatsendat bikin frustasi tingkat dewa,,"iPhone 16 ini kaku banget dioperasikan buat game semua genre, banyak aksi di berbagai jenis game berjalan dengan lambat dan tersendat-sendat yang bikin frustasi tingkat dewa. ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grafis game di iPhone 16 ini kurang detail, tekstur masih blur, efek kurang wah.",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"grafis game di iphone 16 ini kurang detail, tekstur masih blur, efek kurang wah.",grafis game di iphone  ini kurang detail tekstur masih blur efek kurang wah,grafis game di iphone ini kurang detail tekstur masih blur efek kurang wah,"['grafis', 'game', 'di', 'iphone', 'ini', 'kurang', 'detail', 'tekstur', 'masih', 'blur', 'efek', 'kurang', 'wah']","['grafis', 'game', 'detail', 'tekstur', 'blur', 'efek']",grafis game detail tekstur blur efek,,"Grafis game di iPhone 16 ini kurang detail, tekstur masih blur, efek kurang wah. ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Overall performa game iPhone 16 sangat memuaskan, gak ada masalah berarti, gaming experience nya premium dan berkelas, worth every penny!",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"overall performa game iphone 16 sangat memuaskan, gak ada masalah berarti, gaming experience nya premium dan berkelas, worth every penny!",overall performa game iphone  sangat memuaskan gak ada masalah berarti gaming experience nya premium dan berkelas worth every penny,overall performa game iphone sangat muas gak ada masalah arti gaming experience nya premium dan kelas worth every penny,"['overall', 'performa', 'game', 'iphone', 'sangat', 'muas', 'gak', 'ada', 'masalah', 'arti', 'gaming', 'experience', 'nya', 'premium', 'dan', 'kelas', 'worth', 'every', 'penny']","['overall', 'performa', 'game', 'muas', 'gak', 'arti', 'gaming', 'experience', 'nya', 'premium', 'kelas', 'worth', 'every', 'penny']",overall performa game muas gak arti gaming experience nya premium kelas worth every penny,,"Overall performa game iPhone 16 sangat memuaskan, gak ada masalah berarti, gaming experience nya premium dan berkelas, worth every penny! ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 ini kaku banget dioperasikan buat game action, banyak aksi di game berjalan dengan lambat dan tersendat-sendat yang bikin emosi.",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini kaku banget dioperasikan buat game action, banyak aksi di game berjalan dengan lambat dan tersendat-sendat yang bikin emosi.",iphone  ini kaku banget dioperasikan buat game action banyak aksi di game berjalan dengan lambat dan tersendatsendat yang bikin emosi,iphone ini kaku banget operasi buat game action banyak aksi di game jalan dengan lambat dan tersendatsendat yang bikin emosi,"['iphone', 'ini', 'kaku', 'banget', 'operasi', 'buat', 'game', 'action', 'banyak', 'aksi', 'di', 'game', 'jalan', 'dengan', 'lambat', 'dan', 'tersendatsendat', 'yang', 'bikin', 'emosi']","['kaku', 'banget', 'operasi', 'game', 'action', 'aksi', 'game', 'jalan', 'lambat', 'tersendatsendat', 'bikin', 'emosi']",kaku banget operasi game action aksi game jalan lambat tersendatsendat bikin emosi,,"iPhone 16 ini kaku banget dioperasikan buat game action, banyak aksi di game berjalan dengan lambat dan tersendat-sendat yang bikin emosi. ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Buat game kompetitif, iPhone 16 ini kurang cocok, performanya terbatas buat pro player.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"buat game kompetitif, iphone 16 ini kurang cocok, performanya terbatas buat pro player.""",buat game kompetitif iphone  ini kurang cocok performanya terbatas buat pro player,buat game kompetitif iphone ini kurang cocok performa batas buat pro player,"['buat', 'game', 'kompetitif', 'iphone', 'ini', 'kurang', 'cocok', 'performa', 'batas', 'buat', 'pro', 'player']","['game', 'kompetitif', 'cocok', 'performa', 'batas', 'pro', 'player']",game kompetitif cocok performa batas pro player,,"Buat game kompetitif, iPhone 16 ini kurang cocok, performanya terbatas buat pro player."" ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"iPhone 16 ini berasa ringan kayak kapas performanya, smooth kayak air mengalir, enteng banget dipake ngegame, gak ada beban sama sekali.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini berasa ringan kayak kapas performanya, smooth kayak air mengalir, enteng banget dipake ngegame, gak ada beban sama sekali.",iphone  ini berasa ringan kayak kapas performanya smooth kayak air mengalir enteng banget dipake ngegame gak ada beban sama sekali,iphone ini asa ringan kayak kapas performa smooth kayak air alir enteng banget dipake ngegame gak ada beban sama sekali,"['iphone', 'ini', 'asa', 'ringan', 'kayak', 'kapas', 'performa', 'smooth', 'kayak', 'air', 'alir', 'enteng', 'banget', 'dipake', 'ngegame', 'gak', 'ada', 'beban', 'sama', 'sekali']","['asa', 'ringan', 'kayak', 'kapas', 'performa', 'smooth', 'kayak', 'air', 'alir', 'enteng', 'banget', 'dipake', 'ngegame', 'gak', 'beban']",asa ringan kayak kapas performa smooth kayak air alir enteng banget dipake ngegame gak beban,,"iPhone 16 ini berasa ringan kayak kapas performanya, smooth kayak air mengalir, enteng banget dipake ngegame, gak ada beban sama sekali. ",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
