full_text,image_url,ocr_text,combined_text,processed_combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory.""",0,,"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory."" ",kualitas audio memory superior memory performa jernih memory bass memory nya nendang memory,0,0,0,0,0,2,0,0,0,0,0,0
"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android.",0,,"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android. ",navigasi ios bikin pusing arah kayak labirin menu android,0,0,0,2,0,0,0,0,0,0,0,0
Apple Intelligence iPhone 16  bisa improve kualitas video call low-light! Tampilan video call malam hari jadi lebih terang dan jelas.,0,,Apple Intelligence iPhone 16  bisa improve kualitas video call low-light! Tampilan video call malam hari jadi lebih terang dan jelas. ,intelligence improve kualitas video call lowlight tampil video call malam terang,0,0,0,0,0,0,0,0,0,2,0,0
"Action Button iPhone 16  bisa buat kontrol playback audio! Play, pause, skip music langsung dari tombol.",0,,"Action Button iPhone 16  bisa buat kontrol playback audio! Play, pause, skip music langsung dari tombol. ",action button kontrol playback audio play pause skip music langsung tombol,0,0,0,0,0,0,0,0,0,2,0,0
"Dynamic Island iPhone 16  warnanya kadang kurang matching sama wallpaper,  tampilan Dynamic Island jadi kurang estetis.",0,,"Dynamic Island iPhone 16  warnanya kadang kurang matching sama wallpaper,  tampilan Dynamic Island jadi kurang estetis. ",dynamic island warna kadang matching wallpaper tampil dynamic island estetis,0,0,0,0,0,0,0,0,0,1,0,0
FaceTime suka disconnect sendiri pas sinyal lemah.,0,,FaceTime suka disconnect sendiri pas sinyal lemah. ,facetime suka disconnect pas sinyal lemah,1,0,0,0,0,0,0,0,0,0,0,0
"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja.""",0,,"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja."" ",performa game sesuai hype powerful ginigini,0,0,0,0,1,0,0,0,0,0,0,0
"Mono Light output iPhone 16 gampang diaktifkan di portrait mode, mono light mudah diaktifkan di mode portrait untuk menghasilkan output foto monokrom klasik, simpel.",0,,"Mono Light output iPhone 16 gampang diaktifkan di portrait mode, mono light mudah diaktifkan di mode portrait untuk menghasilkan output foto monokrom klasik, simpel. ",mono light output gampang aktif portrait mode mono light mudah aktif mode portrait hasil output foto monokrom klasik simpel,0,0,0,0,0,0,2,0,0,0,0,0
"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini cepat banget prosesnya memory kayak kilat super sonic tercepat di dunia, performanya ngebut memory rendering video gameplay kualitas terwahid secepat kedipan mata malaikat agung tanpa tandingan di seluruh alam semesta dan multiverse.""",0,,"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini cepat banget prosesnya memory kayak kilat super sonic tercepat di dunia, performanya ngebut memory rendering video gameplay kualitas terwahid secepat kedipan mata malaikat agung tanpa tandingan di seluruh alam semesta dan multiverse."" ",editing video gameplay kualitas wahid memory cepat banget proses memory kayak kilat super sonic cepat dunia performa ngebut memory rendering video gameplay kualitas wahid cepat kedip mata malaikat agung tanding alam semesta multiverse,0,0,0,0,2,2,0,0,0,0,0,0
"Bodi iPhone 16 ini the epitome of design excellence, lambang dari kesempurnaan desain HP.",0,,"Bodi iPhone 16 ini the epitome of design excellence, lambang dari kesempurnaan desain HP. ",bodi the epitome of design excellence lambang sempurna desain hp,0,2,0,0,0,0,0,0,0,0,0,0
"Audio levels output iPhone 16 sulit ditampilkan, audio levels sulit ditampilkan di viewfinder dan kurang efektif untuk memantau level audio saat merekam output video dengan visual feedback, tidak simpel.",0,,"Audio levels output iPhone 16 sulit ditampilkan, audio levels sulit ditampilkan di viewfinder dan kurang efektif untuk memantau level audio saat merekam output video dengan visual feedback, tidak simpel. ",audio levels output sulit tampil audio levels sulit tampil viewfinder efektif pantau level audio rekam output video visual feedback simpel,0,0,0,0,0,0,1,1,0,0,0,0
Mic iPhone 16 bagus buat rekam video akustik! Suara alat musik dan vokal terekam dengan detail dan natural.,0,,Mic iPhone 16 bagus buat rekam video akustik! Suara alat musik dan vokal terekam dengan detail dan natural. ,mic bagus rekam video akustik suara alat musik vokal rekam detail natural,0,0,0,0,0,0,0,2,0,0,0,0
iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak,0,,iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak ,cepat habis daya banget kayak reaktor nuklir ledak,0,0,0,0,1,0,0,0,0,0,0,0
"Layar iPhone 16 ini tekdung display, desain layarnya jadi gendut dan gak slim, desain layarnya kurang modern dan malah keliatan jadul desain layarnya.",0,,"Layar iPhone 16 ini tekdung display, desain layarnya jadi gendut dan gak slim, desain layarnya kurang modern dan malah keliatan jadul desain layarnya. ",layar tekdung display desain layar gendut slim desain layar modern jadul desain layar,0,0,1,0,0,0,0,0,0,0,0,0
"Saat ini menggunakan iPhone 14 Pro Max dan sedang mempertimbangkan untuk melakukan upgrade. Tidak yakin apakah saya harus memilih 15 Pro Max dan menghemat uang atau hanya membeli 16 Pro Max yang kemungkinan harganya lebih mahal tetapi memiliki beberapa fitur yang sangat saya sukai. Buat saya datang, beri saran kepada saya ",0,,"Saat ini menggunakan iPhone 14 Pro Max dan sedang mempertimbangkan untuk melakukan upgrade. Tidak yakin apakah saya harus memilih 15 Pro Max dan menghemat uang atau hanya membeli 16 Pro Max yang kemungkinan harganya lebih mahal tetapi memiliki beberapa fitur yang sangat saya sukai. Buat saya datang, beri saran kepada saya  ",timbang upgrade pilih hemat uang beli harga mahal milik fitur suka saran,0,0,0,0,0,0,0,0,0,2,0,0
"Fitur optimized battery charging iPhone 16  lama banget nge-charge sampai 80%,  kelamaan nungguin baterai penuh,  gak sabar.",0,,"Fitur optimized battery charging iPhone 16  lama banget nge-charge sampai 80%,  kelamaan nungguin baterai penuh,  gak sabar. ",fitur optimized battery charging banget ngecharge tunggu baterai penuh sabar,0,0,0,0,0,0,0,0,0,0,1,0
"Tombol kamera iPhone 16  tidak berisik!  Suara tombol shutter minim banget,  gak ganggu saat foto di tempat sepi.",0,,"Tombol kamera iPhone 16  tidak berisik!  Suara tombol shutter minim banget,  gak ganggu saat foto di tempat sepi. ",tombol kamera berisik suara tombol shutter minim banget ganggu foto sepi,0,0,0,0,0,0,0,0,0,2,0,0
"Widget IOS 18 iPhone 16 ini too bermanfaat, too crowded and distracting on homescreen, lack of minimalist and clean design.",0,,"Widget IOS 18 iPhone 16 ini too bermanfaat, too crowded and distracting on homescreen, lack of minimalist and clean design. ",widget ios too manfaat too crowded and distracting on homescreen lack of minimalist and clean design,0,0,0,1,0,0,0,0,0,0,0,0
"USB Type-C iPhone 16 power sharing output daya per port jadi lebih kecil kalau charging multi-device, charging jadi lebih lambat.",0,,"USB Type-C iPhone 16 power sharing output daya per port jadi lebih kecil kalau charging multi-device, charging jadi lebih lambat. ",usb typec power sharing output daya port charging multidevice charging lambat,0,0,0,0,0,0,0,0,1,0,0,0
"Baterai iPhone 16 cocok untuk penggunaan normal, daya tahan baterai cukup untuk penggunaan sehari-hari normal,  baterai awet untuk aktivitas harian.",0,,"Baterai iPhone 16 cocok untuk penggunaan normal, daya tahan baterai cukup untuk penggunaan sehari-hari normal,  baterai awet untuk aktivitas harian. ",baterai cocok guna normal daya tahan baterai guna seharihari normal baterai awet aktivitas hari,0,0,0,0,0,0,0,0,0,0,2,0
"Control Center IOS 18 iPhone 16 praktis, gak kayak control center HP lain yang ramai atau gak berguna.",0,,"Control Center IOS 18 iPhone 16 praktis, gak kayak control center HP lain yang ramai atau gak berguna. ",control center ios praktis kayak control center hp ramai guna,0,0,0,2,0,0,0,0,0,0,0,0
"Fitur Apple Intelligence untuk baterai iPhone 16 AI baterai terobosan baru, Apple Intelligence memberikan fitur AI baterai yang merupakan terobosan baru di dunia smartphone,  AI baterai iPhone 16  beneran terobosan.",0,,"Fitur Apple Intelligence untuk baterai iPhone 16 AI baterai terobosan baru, Apple Intelligence memberikan fitur AI baterai yang merupakan terobosan baru di dunia smartphone,  AI baterai iPhone 16  beneran terobosan. ",fitur intelligence baterai baterai terobos intelligence fitur baterai terobos dunia smartphone baterai benar terobos,0,0,0,0,0,0,0,0,0,0,2,0
Gonta-ganti jaringan dari WiFi ke seluler sering ada delay.,0,,Gonta-ganti jaringan dari WiFi ke seluler sering ada delay. ,gontaganti jaring wifi seluler delay,1,0,0,0,0,0,0,0,0,0,0,0
"Portrait mode depth control output iPhone 16 gampang diatur, portrait mode depth control mudah diatur levelnya untuk mengatur intensitas bokeh pada output foto portrait, simpel.",0,,"Portrait mode depth control output iPhone 16 gampang diatur, portrait mode depth control mudah diatur levelnya untuk mengatur intensitas bokeh pada output foto portrait, simpel. ",portrait mode depth control output gampang atur portrait mode depth control mudah atur level atur intensitas bokeh output foto portrait simpel,0,0,0,0,0,0,2,0,0,0,0,0
