full_text,image_url,translated_text,sentiment,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Main game FPS di iPhone 16 ini gak akurat banget bidikannya, performanya turun naik di FPS rendah dan grafisnya burik bikin musuh susah keliatan, jadi sering kalah!.""",,"Playing FPS games on the iPhone 16 is not very accurate shots, the performance up and down on low FPS and the graphics of Burik make it difficult for enemies to look, so they often lose! """,1,,"Main game FPS di iPhone 16 ini gak akurat banget bidikannya, performanya turun naik di FPS rendah dan grafisnya burik bikin musuh susah keliatan, jadi sering kalah!."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa game iPhone 16 sering mengingkari janji sama gamer militan, sering inkonsisten kasih performa standar buat pengalaman gaming pas-pasan dan tidak dapat diandalkan buat sekadar bertahan hidup di game.",,"The performance of the iPhone 16 game often denies the promise of militant gamers, often inconsistent love performance for mediocre gaming experience and unreliable to simply survive in the game.",2,,"Performa game iPhone 16 sering mengingkari janji sama gamer militan, sering inkonsisten kasih performa standar buat pengalaman gaming pas-pasan dan tidak dapat diandalkan buat sekadar bertahan hidup di game. ",0,0,0,0,1,0,0,0,0,0,0,0
"Suara game iPhone 16 ini jelek dan mendem, performanya audio berkualitas rendah bikin pengalaman ngegame jadi datar dan membosankan.",,"The sound of the iPhone 16 game is ugly and demon, its performance is low quality audio makes the experience experience so flat and boring.",1,,"Suara game iPhone 16 ini jelek dan mendem, performanya audio berkualitas rendah bikin pengalaman ngegame jadi datar dan membosankan. ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game MOBA rank mythic di iPhone 16 ini gak akurat banget teamworknya, performanya turun naik di rank mythic tertinggi dan grafisnya burik bikin strategi team susah terkoordinasi, jadi sering kalah telak!.""",,"Playing MOBA Rank Mythic games on iPhone 16 is not very accurate teamwork, its performance goes up and down in the highest mythic rank and the graphics are surrificed making the team strategy hard to be coordinated, so often defeated! """,1,,"Main game MOBA rank mythic di iPhone 16 ini gak akurat banget teamworknya, performanya turun naik di rank mythic tertinggi dan grafisnya burik bikin strategi team susah terkoordinasi, jadi sering kalah telak!."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Kualitas audio game iPhone 16 ini keren, sound effect terasa real banget.""",,"The audio quality of the iPhone 16 game is cool, the sound effect feels really real. """,2,,"Kualitas audio game iPhone 16 ini keren, sound effect terasa real banget."" ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini lincah banget dioperasikan buat game genre apapun di dunia ini, semua aksi di setiap genre game berjalan dengan cepat dan lancar tanpa hambatan secuil pun.",,"The iPhone 16 is very agile operated for any genre game in this world, all actions in every game genre run quickly and smoothly without any obstacles.",2,,"iPhone 16 ini lincah banget dioperasikan buat game genre apapun di dunia ini, semua aksi di setiap genre game berjalan dengan cepat dan lancar tanpa hambatan secuil pun. ",0,0,0,0,2,0,0,0,0,0,0,0
"Suhu iPhone 16 adem banget pas ngegame lama! Gak kayak HP lain yang udah kayak kompor, nyaman banget dipegang, top!",,"The temperature of the iPhone 16 is really cool when it's longing!Not like other cellphones that are already like a stove, very comfortable to hold, top!",2,,"Suhu iPhone 16 adem banget pas ngegame lama! Gak kayak HP lain yang udah kayak kompor, nyaman banget dipegang, top! ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini adem terus meski ngegame marathon, gak khawatir overheat.""",,"This iPhone 16 continues to be cool despite the game of marathon, not worried about overheat. """,2,,"iPhone 16 ini adem terus meski ngegame marathon, gak khawatir overheat."" ",0,0,0,0,2,0,0,0,0,0,0,0
Konteks penting: iPhone 16 dan 16 Plus menggunakan chip A18 sedangkan iPhone 16 Pro dan 16 Pro Max menggunakan chip A18 Pro. Perbedaan utamanya adalah A18 Pro memiliki satu inti GPU tambahan yang berjumlah enam dibandingkan dengan A18 yang lima. https://t.co/eEmjwwwvgN,https://pbs.twimg.com/media/GYB5xGZb0AMJykH.jpg,Important context: iPhone 16 and 16 Plus use A18 chip while the iPhone 16 Pro and 16 Pro Max uses the A18 Pro chip.The main difference is that the A18 Pro has one additional GPU core of six compared to the five A18.https://t.co/eemjwwwvgn,2,,Konteks penting: iPhone 16 dan 16 Plus menggunakan chip A18 sedangkan iPhone 16 Pro dan 16 Pro Max menggunakan chip A18 Pro. Perbedaan utamanya adalah A18 Pro memiliki satu inti GPU tambahan yang berjumlah enam dibandingkan dengan A18 yang lima. https://t.co/eEmjwwwvgN ,0,0,0,0,2,0,0,0,0,0,0,0
"FPS game di iPhone 16 kok turun naik ya? Kadang 60 FPS, kadang tiba-tiba drop ke 40 FPS, jadi gak enak ngegamenya, kecewa.",,"FPS Games on iPhone 16, how come it goes up and down huh?Sometimes 60 fps, sometimes suddenly drops to 40 fps, so it's not good to make it, disappointed.",1,,"FPS game di iPhone 16 kok turun naik ya? Kadang 60 FPS, kadang tiba-tiba drop ke 40 FPS, jadi gak enak ngegamenya, kecewa. ",0,0,0,0,1,0,0,0,0,0,0,0
"Output audio game iPhone 16 ini lemah banget kayak bisikan angin sepoi-sepoi, performanya pelan banget kayak suara semut berbisik dan sumber parah kayak speaker rusak meski volume mentok kanan bikin gaming experience jadi hancur lebur tak terselamatkan!""",,"The IPHONE 16 AUDIO GAME OUTPUT is very weak like a gentle-spoiled wind whispering, the performance is very slow like the sound of ants whispering and severe sources like broken speakers even though the volume of the right stuck makes gaming experience so destroyed not saved! """,1,,"Output audio game iPhone 16 ini lemah banget kayak bisikan angin sepoi-sepoi, performanya pelan banget kayak suara semut berbisik dan sumber parah kayak speaker rusak meski volume mentok kanan bikin gaming experience jadi hancur lebur tak terselamatkan!"" ",0,0,0,0,1,0,0,0,0,0,0,0
"FPS di iPhone 16 kok gak stabil ya di game COD Mobile, kadang drop ke 45fps pas lagi rame, performa kurang konsisten.",,"FPS on the iPhone 16 is not stable in the COD Mobile game, sometimes dropping to 45fps when it is crowded, the performance is less consistent.",1,,"FPS di iPhone 16 kok gak stabil ya di game COD Mobile, kadang drop ke 45fps pas lagi rame, performa kurang konsisten. ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa game iPhone 16 top notch, kualitas grafis dan smoothness nya gak diragukan lagi.",,"The performance of the iPhone 16 Top Notch game, the quality of graphics and smoothness is no doubt.",1,,"Performa game iPhone 16 top notch, kualitas grafis dan smoothness nya gak diragukan lagi. ",0,0,0,0,2,0,0,0,0,0,0,0
"Konektivitas iPhone 16 ini buruk buat online gaming, ping tinggi main game online jadi gak nyaman.""",,"This iPhone 16 connectivity is bad for online gaming, high ping playing online games so uncomfortable. """,1,,"Konektivitas iPhone 16 ini buruk buat online gaming, ping tinggi main game online jadi gak nyaman."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game real-time strategy rank grandmaster teratas di iPhone 16 ini akurat banget strategi timnya, performanya stabil di rank grandmaster teratas sepanjang masa di seluruh penjuru dunia dan grafisnya detail bikin strategi tim gampang terkoordinasi secepat kilat bagaikan kilauan petir tanpa kendala dan tanpa hambatan.",,"Playing the top Real-Time Strategy Game Grandmaster Rank on the iPhone 16 is very accurate, its team's strategy, the performance is stable in the top Grandmaster rank of all time throughout the world and the graphics of detail make the team strategy easily coordinated as fast as lightning like lightning without obstacles and without obstacles.",2,,"Main game real-time strategy rank grandmaster teratas di iPhone 16 ini akurat banget strategi timnya, performanya stabil di rank grandmaster teratas sepanjang masa di seluruh penjuru dunia dan grafisnya detail bikin strategi tim gampang terkoordinasi secepat kilat bagaikan kilauan petir tanpa kendala dan tanpa hambatan. ",0,0,0,0,2,0,0,0,0,0,0,0
"Kualitas audio game iPhone 16 ini biasa aja, performanya standar dan spasialnya kurang terasa, susah bedain posisi musuh cuma dari suara.",,"The audio quality of the iPhone 16 game is just ordinary, its standard and spatial performance is less pronounced, it's hard to relieve the position of the enemy only from the sound.",1,,"Kualitas audio game iPhone 16 ini biasa aja, performanya standar dan spasialnya kurang terasa, susah bedain posisi musuh cuma dari suara. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini cepat habis daya banget kayak roket, performanya drop drastis langsung nge-drop kalo batre tinggal dikit, efisiensi daya bener-bener gak ada sama sekali buat ngegame sebentar aja.""",,"This iPhone 16 is very out of power like a rocket, the performance of drops dropped immediately dropped if the battery was just a little, the efficiency of the power was really not at all for a while just for a while. """,2,,"iPhone 16 ini cepat habis daya banget kayak roket, performanya drop drastis langsung nge-drop kalo batre tinggal dikit, efisiensi daya bener-bener gak ada sama sekali buat ngegame sebentar aja."" ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini daya tahan baterai boros banget buat mobile gaming, short battery life harus stop gaming session setiap sebentar buat charge.""",,"This iPhone 16 is a very wasteful battery life for mobile gaming, short battery life must stop gaming session every briefly for charge. """,1,,"iPhone 16 ini daya tahan baterai boros banget buat mobile gaming, short battery life harus stop gaming session setiap sebentar buat charge."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa game iPhone 16 inkonsisten, frame rate nya naik turun gak jelas, bikin gameplay jadi gak nyaman dan terganggu.",,"The performance of iPhone 16 inconsistent games, the frame rate up and down is not clear, making gameplay so uncomfortable and disturbed.",1,,"Performa game iPhone 16 inkonsisten, frame rate nya naik turun gak jelas, bikin gameplay jadi gak nyaman dan terganggu. ",0,0,0,0,1,0,0,0,0,0,0,0
"Buat editing video game low quality, iPhone 16 ini weak processing, slow rendering speed bikin content creator gaming menderita.""",,"Create a low quality video game editing, this iPhone 16 is weak processing, slow rendering speed to make content creator gaming suffer. """,1,,"Buat editing video game low quality, iPhone 16 ini weak processing, slow rendering speed bikin content creator gaming menderita."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Konektivitas iPhone 16 ini buruk buat game online, performanya dalam koneksi multiplayer game tidak stabil dan ping tinggi, sering disconnect sendiri.",,"The iPhone 16 connectivity is bad for online games, its performance in the game multiplayer game is unstable and high ping, often disconnect itself.",1,,"Konektivitas iPhone 16 ini buruk buat game online, performanya dalam koneksi multiplayer game tidak stabil dan ping tinggi, sering disconnect sendiri. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini tetap dingin kayak kulkas dua pintu meski kerja keras ngegame full setting ultra maksimal tanpa ampun dan tanpa batas sepanjang hari, ice cool temperature buat ultimate comfortable gaming experience tanpa overheat issue.""",,"This iPhone 16 remains cold like a two -door refrigerator despite working hard to make a maximum full setting of ultra without mercy and without limits throughout the day, ice cool temperature for ultimate comfortable gaming experience without overheat issue. """,2,,"iPhone 16 ini tetap dingin kayak kulkas dua pintu meski kerja keras ngegame full setting ultra maksimal tanpa ampun dan tanpa batas sepanjang hari, ice cool temperature buat ultimate comfortable gaming experience tanpa overheat issue."" ",0,0,0,0,2,0,0,0,0,0,0,0
"Kecepatan loading game iPhone 16 ini lambat, harus nunggu lama buat mulai main.""",,"The speeding speed of the iPhone 16 game is slow, you have to wait a long time to start playing. """,2,,"Kecepatan loading game iPhone 16 ini lambat, harus nunggu lama buat mulai main."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game open world di iPhone 16 ini terasa sempit pandangannya, performanya terbatas dan grafisnya kurang detail dibanding ekspektasi.",,"Playing Open World games on the iPhone 16 feels narrow view, its performance is limited and the graphics are less detailed than expectations.",0,,"Main game open world di iPhone 16 ini terasa sempit pandangannya, performanya terbatas dan grafisnya kurang detail dibanding ekspektasi. ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game open world di iPhone 16 ini luas banget pandangannya, performanya gahar dan grafisnya memanjakan mata.",,"Playing Open World games on the iPhone 16 is very broad in view, its performance is fierce and graphics spoil the eyes.",2,,"Main game open world di iPhone 16 ini luas banget pandangannya, performanya gahar dan grafisnya memanjakan mata. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini multitasking gaming lemah, performanya drop drastis kalo menjalankan game sambil streaming atau record video bersamaan.",,"This iPhone 16 is a weak multitasking gaming, its performance drops drastically when running the game while streaming or video records together.",1,,"iPhone 16 ini multitasking gaming lemah, performanya drop drastis kalo menjalankan game sambil streaming atau record video bersamaan. ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa grafis game iPhone 16 ini kasar, animasi karakter dan lingkungan pecah.""",,"The graphics performance of the iPhone 16 game is rough, character animation and the environment broke. """,1,,"Performa grafis game iPhone 16 ini kasar, animasi karakter dan lingkungan pecah."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game battle royale rank tinggi di iPhone 16 ini gak nyaman kayak jalan rusak, performanya turun naik di rank tertinggi dan grafisnya burik meski di map kecil, bikin emosi!.""",,"Playing the High Royale Battle Royale game on the iPhone 16 is not comfortable like a damaged road, the performance goes up and down in the highest rank and the graphics are furious even though the map is small, making emotions! """,1,,"Main game battle royale rank tinggi di iPhone 16 ini gak nyaman kayak jalan rusak, performanya turun naik di rank tertinggi dan grafisnya burik meski di map kecil, bikin emosi!."" ",0,0,0,0,1,0,0,0,0,0,0,0
Mungkin desainnya sama tetapi performanya selalu lebih baik di iPhone baru. #AppleEvent #iPhone16 #iPhone16Series https://t.co/FTs3g6WTg0,https://pbs.twimg.com/media/GXiyNLYWoAI8HhC.jpg,Maybe the design is the same but the performance is always better on the new iPhone.#Appleevent #iPhone16 #iPhone16series https://t.co/fts3g6wtg0,2,"CPU performance

iPhone 16 ais

iPhone 15 a6 Bionic 30% faster
iPhone 14 15 Bionic 50% faster
iPhone 13 15 Bionic 50% faster
iPhone 12 14 Bionic 60% faster
","Mungkin desainnya sama tetapi performanya selalu lebih baik di iPhone baru. #AppleEvent #iPhone16 #iPhone16Series https://t.co/FTs3g6WTg0 CPU performance

iPhone 16 ais

iPhone 15 a6 Bionic 30% faster
iPhone 14 15 Bionic 50% faster
iPhone 13 15 Bionic 50% faster
iPhone 12 14 Bionic 60% faster
",0,0,0,2,0,0,0,0,0,0,0,0
"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja.""",,"The performance of the iPhone 16 game is not according to hype, he said powerful but how come this is. """,2,,"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja."" ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini lambat merespon di game, semua skill dan combo sering delay, controls kurang responsif bikin gameplay jadi kacau balau.",,"The iPhone 16 is slow to respond to the game, all skills and combo are often delay, controls are less responsive to making gameplay so chaotic.",1,,"iPhone 16 ini lambat merespon di game, semua skill dan combo sering delay, controls kurang responsif bikin gameplay jadi kacau balau. ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa game iPhone 16 stabil banget, frame rate gak pernah drop signifikan.""",,"The performance of the iPhone 16 game is very stable, the frame rate never drops significantly. """,2,,"Performa game iPhone 16 stabil banget, frame rate gak pernah drop signifikan."" ",0,0,0,0,2,0,0,0,0,0,0,0
"Output audio game iPhone 16 ini lemah banget kayak bisikan hantu gentayangan di alam kubur, performanya pelan kayak desahan arwah penasaran dan sumber parah kayak suara neraka jahanam menggeram tanpa ampun belas kasihan meski volume full power tanpa ampun dan belas kasihan bikin gaming experience jadi hancur lebur",,"IPHONE 16 AUDIO GAME OUTPUT is very weak like a ghost ghost in the grave, its performance is slow like a sigh of curious and severe sources like the sound of hell hell growled without mercy even though the volume of full power",1,,"Output audio game iPhone 16 ini lemah banget kayak bisikan hantu gentayangan di alam kubur, performanya pelan kayak desahan arwah penasaran dan sumber parah kayak suara neraka jahanam menggeram tanpa ampun belas kasihan meski volume full power tanpa ampun dan belas kasihan bikin gaming experience jadi hancur lebur ",0,0,0,0,1,0,0,0,0,0,0,0
"Daya tahan baterai iPhone 16 ini cepat habis buat gaming, gak bisa tahan lama buat main game seru.""",,"The battery life of the iPhone 16 quickly runs out for gaming, it can't last long to play exciting games. """,2,,"Daya tahan baterai iPhone 16 ini cepat habis buat gaming, gak bisa tahan lama buat main game seru."" ",0,0,0,0,0,0,0,0,0,0,0,0
"iPhone 16 ini berasa punya PC gaming portable performanya, smooth, responsif, dan cepat kayak PC gaming high-end yang bisa dibawa kemana-mana.",,"This iPhone 16 feels that has a portable performance gaming PC, smooth, responsive, and fast like a high-end gaming PC that can be carried everywhere.",2,,"iPhone 16 ini berasa punya PC gaming portable performanya, smooth, responsif, dan cepat kayak PC gaming high-end yang bisa dibawa kemana-mana. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini panas terus meski ngegame bentar, khawatir performa turun.""",,"The iPhone 16 continues to be hot even though the game is for a while, worried that the performance will come down. """,1,,"iPhone 16 ini panas terus meski ngegame bentar, khawatir performa turun."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Overall performa game iPhone 16 ini luar biasa, amazing dan excellent dalam segala aspek, best gaming smartphone on the market!",,"Overall performance of the iPhone 16 game is extraordinary, Amazing and Excellent in all aspects, Best Gaming Smartphone on the Market!",2,,"Overall performa game iPhone 16 ini luar biasa, amazing dan excellent dalam segala aspek, best gaming smartphone on the market! ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini kaku banget dioperasikan buat game seringan apapun di planet bumi ini, banyak aksi di game seringan kelereng pun berjalan dengan lambat dan tersendat-sendat yang bikin emosi jiwa raga tak terkendali dan tak terampuni.",,"The iPhone 16 is very rigid to be operated for any as light game on this planet Earth, a lot of actions in the as light as marbles running slowly and stagnantly that makes the emotions of the body's soul uncontrollable and unforgivable.",1,,"iPhone 16 ini kaku banget dioperasikan buat game seringan apapun di planet bumi ini, banyak aksi di game seringan kelereng pun berjalan dengan lambat dan tersendat-sendat yang bikin emosi jiwa raga tak terkendali dan tak terampuni. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini multitasking gaming expert, performanya dalam menjalankan game sambil streaming atau record video tetap lancar.",,"This iPhone 16 is multitasking gaming expert, its performance in running the game while streaming or video records remains smooth.",0,,"iPhone 16 ini multitasking gaming expert, performanya dalam menjalankan game sambil streaming atau record video tetap lancar. ",0,0,0,0,0,0,0,0,0,0,0,0
@MHLWitter #iphone16 adalah lompatan besar dalam prosesor dengan nomor model yang melonjak dari A16 ke A18 yang menggandakan kekuatan pemrosesan mesin saraf dan mendekati komputer desktop kelas atas. https://t.co/TauGvmYqjt,https://pbs.twimg.com/media/GX36HF7XEAAH1bM.jpg,@Mhlwitter #iPhone16 is a big leap in the processor with a model number that surge from A16 to A18 which duplicates the power processing power of nerve machinery and approaching the upper class desktop computer.https://t.co/taugvmyqjt,2,,@MHLWitter #iphone16 adalah lompatan besar dalam prosesor dengan nomor model yang melonjak dari A16 ke A18 yang menggandakan kekuatan pemrosesan mesin saraf dan mendekati komputer desktop kelas atas. https://t.co/TauGvmYqjt ,0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini berasa ngegame di gameboy jadul reot performanya, kasar, lemot, dan lambat kayak gameboy lawas yang gak mampu menjalankan game modern sama sekali.",,"This iPhone 16 feels like the gameboy is old school, rough, slow, and slow like an old gameboy who is unable to run modern games at all.",2,,"iPhone 16 ini berasa ngegame di gameboy jadul reot performanya, kasar, lemot, dan lambat kayak gameboy lawas yang gak mampu menjalankan game modern sama sekali. ",0,0,0,0,1,0,0,0,0,0,0,0
"Daya tahan baterai iPhone 16 ini parah buat ngegame, performanya boros daya dan harus di-charge setiap sebentar kalo mau ngegame lama.",,"The battery life of the iPhone 16 is severe for the game, its performance is wasteful of power and must be charged every briefly if you want to play a long time.",1,,"Daya tahan baterai iPhone 16 ini parah buat ngegame, performanya boros daya dan harus di-charge setiap sebentar kalo mau ngegame lama. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini hemat baterai banget, ngegame lama gak perlu khawatir lowbatt.""",,"This iPhone 16 saves a very battery, a long time no need to worry about lowbatt. """,1,,"iPhone 16 ini hemat baterai banget, ngegame lama gak perlu khawatir lowbatt."" ",0,0,0,0,2,0,0,0,0,0,0,0
"Buat rendering video game 4K, iPhone 16 ini selambat siput kendor, performanya lambat rendering video gameplay kualitas 4K, *hasilnya nunggu lama kualitasnya juga gak memuaskan.""",,"For rendering 4K video games, the iPhone 16 is as slow as Snail, the performance is slow to render the 4K quality gameplay video, *The results are waiting for a long time to be not satisfying. """,1,,"Buat rendering video game 4K, iPhone 16 ini selambat siput kendor, performanya lambat rendering video gameplay kualitas 4K, *hasilnya nunggu lama kualitasnya juga gak memuaskan."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Main game FPS di iPhone 16 ini akurat banget bidikannya, performanya stabil di FPS tinggi dan grafisnya detail bikin musuh gampang keliatan.",,"Playing FPS games on the iPhone 16 is very accurate, the performance is stable on high FPS and the graphics detailed make the enemy easy to look.",2,,"Main game FPS di iPhone 16 ini akurat banget bidikannya, performanya stabil di FPS tinggi dan grafisnya detail bikin musuh gampang keliatan. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini cepat panas kayak tungku perapian neraka, fire hot temperature bikin ultimate uncomfortable gaming experience dan selalu khawatir overheat bahkan gaming sebentar.""",,"This iPhone 16 is hot as a furnace for hell, fire hot temperature makes ultimate uncomfortable gaming experience and always worry about overheat and even gaming for a while. """,1,,"iPhone 16 ini cepat panas kayak tungku perapian neraka, fire hot temperature bikin ultimate uncomfortable gaming experience dan selalu khawatir overheat bahkan gaming sebentar."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Kecepatan loading game iPhone 16 ini lambat banget, performanya dalam membuka game dan map lama banget, nunggu loading bisa sambil ngopi dulu.",,"The speed of loading of the iPhone 16 game is very slow, the performance in opening the game and the map is very long, waiting for loading can while drinking coffee first.",0,,"Kecepatan loading game iPhone 16 ini lambat banget, performanya dalam membuka game dan map lama banget, nunggu loading bisa sambil ngopi dulu. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini lemot di jari kayak kura-kura, unprecise touch control buat imperfect gaming maneuver sering miss input.""",,"This iPhone 16 is slow on the fingers like a tortoise, unprece touch control for imperfect gaming maneuver often miss input. """,1,,"iPhone 16 ini lemot di jari kayak kura-kura, unprecise touch control buat imperfect gaming maneuver sering miss input."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Performa game iPhone 16 sering bikin kecewa gamer hardcore, sering inkonsisten kasih performa pas-pasan dan tidak dapat diandalkan buat push rank.",,"The performance of iPhone 16 games often makes hardcore gamers disappointed, often inconsistent love performances and unreliable performance for push rank.",2,,"Performa game iPhone 16 sering bikin kecewa gamer hardcore, sering inkonsisten kasih performa pas-pasan dan tidak dapat diandalkan buat push rank. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini bukan HP gaming, performanya biasa aja buat game.",,"This iPhone 16 is not a hp gaming, just normal performance for games.",0,,"iPhone 16 ini bukan HP gaming, performanya biasa aja buat game. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini berat banget kayak batu performanya, kasar kayak amplas, berat banget buat ngegame game ringan sekalipun.",,"iPhone 16 is very heavy like the performance of its performance, rough like sandpaper, very heavy for tackling even light games.",2,,"iPhone 16 ini berat banget kayak batu performanya, kasar kayak amplas, berat banget buat ngegame game ringan sekalipun. ",0,0,0,0,1,0,0,0,0,0,0,0
"iPhone 16 ini gesit banget di jari kayak penari profesional, semua gesture game direspon lincah dan presisi, *kontrol game jadi akurat banget kayak pro player.""",,"The iPhone 16 is very agile on a finger like a professional dancer, all the game gestures are responded to agile and precise, *game control is so accurate like a pro player. """,2,,"iPhone 16 ini gesit banget di jari kayak penari profesional, semua gesture game direspon lincah dan presisi, *kontrol game jadi akurat banget kayak pro player."" ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 smooth banget buat game, scrolling, panning camera, semua mulus banget, bikin betah ngegame lama.",,"iPhone 16 is really smooth for games, scrolling, panning cameras, everything is really smooth, making you feel at home for a long time.",0,,"iPhone 16 smooth banget buat game, scrolling, panning camera, semua mulus banget, bikin betah ngegame lama. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak dahsyat, performanya drop drastis langsung mati tak bernyawa kalo batre tinggal sebutir debu kosmik terakhir, efisiensi daya bener-bener nihil tak berguna tak berarti tak bermakna tak berwujud tak kasat mata tak terdengar tak tercium tak teraba tak terjamah tak terjangkau tak terdefinisi tak terdeskripsikan tak terbayangkan tak terlukiskan tak terkatakan tak terpikirkan tak terkhayalkan tak terimajinasikan tak terprediksi tak terdeteksi tak terukur tak terhitung tak terhingga sepanjang kehampaan ruang dan waktu tanpa batas!""",,"This iPhone 16 is very fast as a nuclear reactor that explodes terrible, its performance drops a drastic drop immediately dead if the battery is only a last cost of dust, the efficiency of the power is really not useful.Unimajinated unpredictable is not detected infinally infinity throughout the void of space and time without limits! """,1,,"iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak dahsyat, performanya drop drastis langsung mati tak bernyawa kalo batre tinggal sebutir debu kosmik terakhir, efisiensi daya bener-bener nihil tak berguna tak berarti tak bermakna tak berwujud tak kasat mata tak terdengar tak tercium tak teraba tak terjamah tak terjangkau tak terdefinisi tak terdeskripsikan tak terbayangkan tak terlukiskan tak terkatakan tak terpikirkan tak terkhayalkan tak terimajinasikan tak terprediksi tak terdeteksi tak terukur tak terhitung tak terhingga sepanjang kehampaan ruang dan waktu tanpa batas!"" ",0,0,0,0,1,0,0,0,0,0,0,0
"Overall performa game iPhone 16 ini perfecto buat semua gamer dari casual sampe hardcore, ultimate gaming performance gak ada tandingannya!",,"Overall performance of this iPhone 16 game Perfecto for all gamers from casual to hardcore, ultimate gaming performance has no match!",2,,"Overall performa game iPhone 16 ini perfecto buat semua gamer dari casual sampe hardcore, ultimate gaming performance gak ada tandingannya! ",0,0,0,0,2,0,0,0,0,0,0,0
"Responsivitas layar iPhone 16 ini tinggi buat kontrol game, performanya dalam merespon sentuhan cepat dan akurat, kontrol game jadi presisi banget.",,"The iPhone 16 screen responsiveness is high for game control, its performance in responding to fast and accurate touch, game control is very precise.",0,,"Responsivitas layar iPhone 16 ini tinggi buat kontrol game, performanya dalam merespon sentuhan cepat dan akurat, kontrol game jadi presisi banget. ",0,0,0,0,2,0,0,0,0,0,0,0
"Responsivitas layar iPhone 16 ini tinggi buat kontrol game, touch response cepat buat gameplay responsif.""",,"The iPhone 16 screen responsiveness is high for game control, touch response quickly for responsive gameplay. """,2,,"Responsivitas layar iPhone 16 ini tinggi buat kontrol game, touch response cepat buat gameplay responsif."" ",0,0,0,0,2,0,0,0,0,0,0,0
"Main game multiplayer online battle arena rank grandmaster di iPhone 16 ini akurat banget kerja sama timnya, performanya stabil di rank grandmaster tertinggi sepanjang sejarah dan grafisnya detail bikin strategi tim gampang terkoordinasi secepat kilat tanpa kendala.",,"Playing Multiplayer Online Game Battle Arena Rank Grandmaster on the iPhone 16 is very accurate in collaboration with his team, its performance is stable in the highest Grandmaster rank throughout history and graphics details make the team strategy easily coordinated as fast as lightning without obstacles.",2,,"Main game multiplayer online battle arena rank grandmaster di iPhone 16 ini akurat banget kerja sama timnya, performanya stabil di rank grandmaster tertinggi sepanjang sejarah dan grafisnya detail bikin strategi tim gampang terkoordinasi secepat kilat tanpa kendala. ",0,0,0,0,2,0,0,0,0,0,0,0
"iPhone 16 ini berasa punya mainan anak-anak performanya, kasar, lemot, dan lambat kayak mainan anak-anak yang gak bisa buat main game berat sama sekali.",,"This iPhone 16 feels like a children's toy performance, rough, slow, and slow like children's toys who can't play heavy games at all.",2,,"iPhone 16 ini berasa punya mainan anak-anak performanya, kasar, lemot, dan lambat kayak mainan anak-anak yang gak bisa buat main game berat sama sekali. ",0,0,0,0,0,0,0,0,0,0,0,0
