full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,case_folding,cleaning,normalized,tokenize,Filtering/stopword_removal,stemming_data,ocr_text,combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
g Beralih ke stasiu+D2:D62n pangkalan LTE,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g beralih ke stasiu+d2:d62n pangkalan lte,g beralih ke stasiud2d62n pangkalan lte,enggak beralih ke stasiud2d62n pangkalan lte,"['enggak', 'beralih', 'ke', 'stasiud2d62n', 'pangkalan', 'lte']","['beralih', 'stasiud2d62n', 'pangkalan', 'lte']",alih stasiud2d62n pangkal lte,,g Beralih ke stasiu+D2:D62n pangkalan LTE ,1,0,0,0,0,0,0,0,0,0,0,0
"Navigasi IOS 18 iPhone 16 ini gak ajib, susah, lambat, gak efisien, ribet banget.",0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"navigasi ios 18 iphone 16 ini gak ajib, susah, lambat, gak efisien, ribet banget.",navigasi ios  iphone  ini gak ajib susah lambat gak efisien ribet banget,navigasi ios iphone ini enggak ajib susah lambat enggak efisien ribet banget,"['navigasi', 'ios', 'iphone', 'ini', 'enggak', 'ajib', 'susah', 'lambat', 'enggak', 'efisien', 'ribet', 'banget']","['navigasi', 'ios', 'ajib', 'susah', 'lambat', 'efisien', 'ribet', 'banget']",navigasi ios ajib susah lambat efisien ribet banget,,"Navigasi IOS 18 iPhone 16 ini gak ajib, susah, lambat, gak efisien, ribet banget. ",0,0,0,1,0,0,0,0,0,0,0,0
"Tombol kamera iPhone 16 mudah diakses dengan satu tangan,  posisi tombol kamera memungkinkan pengambilan foto dengan satu tangan lebih mudah.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"tombol kamera iphone 16 mudah diakses dengan satu tangan,  posisi tombol kamera memungkinkan pengambilan foto dengan satu tangan lebih mudah.",tombol kamera iphone  mudah diakses dengan satu tangan  posisi tombol kamera memungkinkan pengambilan foto dengan satu tangan lebih mudah,tombol kamera iphone mudah diakses dengan satu tangan posisi tombol kamera memungkinkan pengambilan foto dengan satu tangan lebih mudah,"['tombol', 'kamera', 'iphone', 'mudah', 'diakses', 'dengan', 'satu', 'tangan', 'posisi', 'tombol', 'kamera', 'memungkinkan', 'pengambilan', 'foto', 'dengan', 'satu', 'tangan', 'lebih', 'mudah']","['tombol', 'kamera', 'mudah', 'diakses', 'tangan', 'posisi', 'tombol', 'kamera', 'pengambilan', 'foto', 'tangan', 'mudah']",tombol kamera mudah akses tangan posisi tombol kamera ambil foto tangan mudah,,"Tombol kamera iPhone 16 mudah diakses dengan satu tangan,  posisi tombol kamera memungkinkan pengambilan foto dengan satu tangan lebih mudah. ",0,0,0,0,0,0,0,0,0,2,0,0
A18 Pro Lebih Cepat Dari M1! #iPhone16 #iPhone16Pro #iOS18 https://t.co/j4uvsX07hm,https://pbs.twimg.com/media/GXie4CiXkAAYwbu.jpg,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a18 pro lebih cepat dari m1! #iphone16 #iphone16pro #ios18 https://t.co/j4uvsx07hm,a18 pro lebih cepat dari m1 iphone16 iphone16pro ios18 httpstcoj4uvsx07hm,a18 pro lebih cepat dari m1 iphone16 iphone16pro ios18 httpstcoj4uvsx07hm,"['a18', 'pro', 'lebih', 'cepat', 'dari', 'm1', 'iphone16', 'iphone16pro', 'ios18', 'httpstcoj4uvsx07hm']","['a18', 'cepat', 'm1', 'iphone16', 'iphone16pro', 'ios18', 'httpstcoj4uvsx07hm']",a18 cepat m1 iphone16 iphone16pro ios18 httpstcoj4uvsx07hm,"iPhone17,1

3429

Single-Core Score
Geekbench 6.3.0 for iOS AArch64

Result Information

Upload Date

Views

8790

Multi-Core Score

September 12 2024 03:21 PM

149
","A18 Pro Lebih Cepat Dari M1! #iPhone16 #iPhone16Pro #iOS18 https://t.co/j4uvsX07hm iPhone17,1

3429

Single-Core Score
Geekbench 6.3.0 for iOS AArch64

Result Information

Upload Date

Views

8790

Multi-Core Score

September 12 2024 03:21 PM

149
",0,0,0,2,0,0,0,0,0,0,0,0
"iPhone 16 ini lemot di jari kayak kura-kura, unprecise touch control buat imperfect gaming maneuver sering miss input.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"iphone 16 ini lemot di jari kayak kura-kura, unprecise touch control buat imperfect gaming maneuver sering miss input.""",iphone  ini lemot di jari kayak kurakura unprecise touch control buat imperfect gaming maneuver sering miss input,iphone ini lambat di jari kayak kurakura unprecise touch control buat imperfect gaming maneuver sering miss input,"['iphone', 'ini', 'lambat', 'di', 'jari', 'kayak', 'kurakura', 'unprecise', 'touch', 'control', 'buat', 'imperfect', 'gaming', 'maneuver', 'sering', 'miss', 'input']","['lambat', 'jari', 'kayak', 'kurakura', 'unprecise', 'touch', 'control', 'imperfect', 'gaming', 'maneuver', 'miss', 'input']",lambat jari kayak kurakura unprecise touch control imperfect gaming maneuver miss input,,"iPhone 16 ini lemot di jari kayak kura-kura, unprecise touch control buat imperfect gaming maneuver sering miss input."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Layar iPhone 16 ini too narrow display, lebar layar terlalu sempit, jadi kerasa kecil dan gak puas buat multimedia.",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"layar iphone 16 ini too narrow display, lebar layar terlalu sempit, jadi kerasa kecil dan gak puas buat multimedia.",layar iphone  ini too narrow display lebar layar terlalu sempit jadi kerasa kecil dan gak puas buat multimedia,layar iphone ini too narrow display lebar layar terlalu sempit jadi kerasa kecil dan enggak puas buat multimedia,"['layar', 'iphone', 'ini', 'too', 'narrow', 'display', 'lebar', 'layar', 'terlalu', 'sempit', 'jadi', 'kerasa', 'kecil', 'dan', 'enggak', 'puas', 'buat', 'multimedia']","['layar', 'too', 'narrow', 'display', 'lebar', 'layar', 'sempit', 'kerasa', 'puas', 'multimedia']",layar too narrow display lebar layar sempit rasa puas multimedia,,"Layar iPhone 16 ini too narrow display, lebar layar terlalu sempit, jadi kerasa kecil dan gak puas buat multimedia. ",0,0,1,0,0,0,0,0,0,0,0,0
"Pengisi Daya Pengisian Cepat Terbaik, Kabel USB ke Lightning Premium",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"pengisi daya pengisian cepat terbaik, kabel usb ke lightning premium",pengisi daya pengisian cepat terbaik kabel usb ke lightning premium,pengisi daya pengisian cepat terbaik kabel usb ke lightning premium,"['pengisi', 'daya', 'pengisian', 'cepat', 'terbaik', 'kabel', 'usb', 'ke', 'lightning', 'premium']","['pengisi', 'daya', 'pengisian', 'cepat', 'terbaik', 'kabel', 'usb', 'lightning', 'premium']",isi daya isi cepat baik kabel usb lightning premium,,"Pengisi Daya Pengisian Cepat Terbaik, Kabel USB ke Lightning Premium ",0,0,0,0,0,0,0,0,0,0,0,1
"Layar iPhone 16 masih pake notch yang gede, ganggu banget tampilan layar penuh. Ketinggalan jaman.",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"layar iphone 16 masih pake notch yang gede, ganggu banget tampilan layar penuh. ketinggalan jaman.",layar iphone  masih pake notch yang gede ganggu banget tampilan layar penuh ketinggalan jaman,layar iphone masih pakai notch yang gede ganggu banget tampilan layar penuh ketinggalan jaman,"['layar', 'iphone', 'masih', 'pakai', 'notch', 'yang', 'gede', 'ganggu', 'banget', 'tampilan', 'layar', 'penuh', 'ketinggalan', 'jaman']","['layar', 'pakai', 'notch', 'gede', 'ganggu', 'banget', 'tampilan', 'layar', 'penuh', 'ketinggalan', 'jaman']",layar pakai notch gede ganggu banget tampil layar penuh tinggal jaman,,"Layar iPhone 16 masih pake notch yang gede, ganggu banget tampilan layar penuh. Ketinggalan jaman. ",0,0,1,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 nelangsa, desainnya menyedihkan dan jauh dari kata bagus. Apple bikin desain makin parah.",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"bodi iphone 16 nelangsa, desainnya menyedihkan dan jauh dari kata bagus. apple bikin desain makin parah.",bodi iphone  nelangsa desainnya menyedihkan dan jauh dari kata bagus apple bikin desain makin parah,bodi iphone nelangsa desainnya menyedihkan dan jauh dari kata bagus apple bikin desain makin parah,"['bodi', 'iphone', 'nelangsa', 'desainnya', 'menyedihkan', 'dan', 'jauh', 'dari', 'kata', 'bagus', 'apple', 'bikin', 'desain', 'makin', 'parah']","['bodi', 'nelangsa', 'desainnya', 'menyedihkan', 'bagus', 'bikin', 'desain', 'parah']",bodi nelangsa desain sedih bagus bikin desain parah,,"Bodi iPhone 16 nelangsa, desainnya menyedihkan dan jauh dari kata bagus. Apple bikin desain makin parah. ",0,1,0,0,0,0,0,0,0,0,0,0
"Layar iPhone 16 color accuracy-nya kurang bagus, warnanya agak melenceng dari aslinya. Gak akurat.",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"layar iphone 16 color accuracy-nya kurang bagus, warnanya agak melenceng dari aslinya. gak akurat.",layar iphone  color accuracynya kurang bagus warnanya agak melenceng dari aslinya gak akurat,layar iphone color accuracynya kurang bagus warnanya agak melenceng dari aslinya enggak akurat,"['layar', 'iphone', 'color', 'accuracynya', 'kurang', 'bagus', 'warnanya', 'agak', 'melenceng', 'dari', 'aslinya', 'enggak', 'akurat']","['layar', 'color', 'accuracynya', 'bagus', 'warnanya', 'melenceng', 'aslinya', 'akurat']",layar color accuracynya bagus warna lenceng asli akurat,,"Layar iPhone 16 color accuracy-nya kurang bagus, warnanya agak melenceng dari aslinya. Gak akurat. ",0,0,1,0,0,0,0,0,0,0,0,0
"Output kamera iPhone 16 cocok buat konten creator, kualitas gambar dan video profesional dan mendukung berbagai kebutuhan konten kreatif.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 cocok buat konten creator, kualitas gambar dan video profesional dan mendukung berbagai kebutuhan konten kreatif.",output kamera iphone  cocok buat konten creator kualitas gambar dan video profesional dan mendukung berbagai kebutuhan konten kreatif,output kamera iphone cocok buat konten creator kualitas gambar dan video profesional dan mendukung berbagai kebutuhan konten kreatif,"['output', 'kamera', 'iphone', 'cocok', 'buat', 'konten', 'creator', 'kualitas', 'gambar', 'dan', 'video', 'profesional', 'dan', 'mendukung', 'berbagai', 'kebutuhan', 'konten', 'kreatif']","['output', 'kamera', 'cocok', 'konten', 'creator', 'kualitas', 'gambar', 'video', 'profesional', 'mendukung', 'kebutuhan', 'konten', 'kreatif']",output kamera cocok konten creator kualitas gambar video profesional dukung butuh konten kreatif,,"Output kamera iPhone 16 cocok buat konten creator, kualitas gambar dan video profesional dan mendukung berbagai kebutuhan konten kreatif. ",0,0,0,0,0,0,2,0,0,0,0,0
"Kecepatan buka aplikasi game iPhone 16 ini selambat dial-up modem, dial-up speed loading time bikin delayed access to gaming world harus nunggu loading screen lama banget bikin bosen.""",0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"kecepatan buka aplikasi game iphone 16 ini selambat dial-up modem, dial-up speed loading time bikin delayed access to gaming world harus nunggu loading screen lama banget bikin bosen.""",kecepatan buka aplikasi game iphone  ini selambat dialup modem dialup speed loading time bikin delayed access to gaming world harus nunggu loading screen lama banget bikin bosen,kecepatan buka aplikasi game iphone ini selambat dialup modem dialup speed loading time bikin delayed access tapi gaming world harus nunggu loading screen lama banget bikin bosan,"['kecepatan', 'buka', 'aplikasi', 'game', 'iphone', 'ini', 'selambat', 'dialup', 'modem', 'dialup', 'speed', 'loading', 'time', 'bikin', 'delayed', 'access', 'tapi', 'gaming', 'world', 'harus', 'nunggu', 'loading', 'screen', 'lama', 'banget', 'bikin', 'bosan']","['kecepatan', 'buka', 'aplikasi', 'game', 'selambat', 'dialup', 'modem', 'dialup', 'speed', 'loading', 'time', 'bikin', 'delayed', 'access', 'gaming', 'world', 'nunggu', 'loading', 'screen', 'banget', 'bikin', 'bosan']",cepat buka aplikasi game lambat alup modem alup speed loading time bikin delayed access gaming world nunggu loading screen banget bikin bosan,,"Kecepatan buka aplikasi game iPhone 16 ini selambat dial-up modem, dial-up speed loading time bikin delayed access to gaming world harus nunggu loading screen lama banget bikin bosen."" ",0,0,0,0,1,0,0,0,0,0,0,0
"Baterai iPhone 16 awet banget buat ngegame, bisa 5 jam lebih main game berat tanpa ngedrop parah.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"baterai iphone 16 awet banget buat ngegame, bisa 5 jam lebih main game berat tanpa ngedrop parah.",baterai iphone  awet banget buat ngegame bisa  jam lebih main game berat tanpa ngedrop parah,baterai iphone awet banget buat ngegame bisa jam lebih main game berat tanpa ngedrop parah,"['baterai', 'iphone', 'awet', 'banget', 'buat', 'ngegame', 'bisa', 'jam', 'lebih', 'main', 'game', 'berat', 'tanpa', 'ngedrop', 'parah']","['baterai', 'awet', 'banget', 'ngegame', 'jam', 'main', 'game', 'berat', 'ngedrop', 'parah']",baterai awet banget ngegame jam main game berat ngedrop parah,,"Baterai iPhone 16 awet banget buat ngegame, bisa 5 jam lebih main game berat tanpa ngedrop parah. ",0,0,0,0,2,0,0,0,0,0,0,0
"Teknologi layar baru iPhone 16 malah bikin boros baterai, daya tahannya jadi berkurang drastis. Gak efektif.",0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"teknologi layar baru iphone 16 malah bikin boros baterai, daya tahannya jadi berkurang drastis. gak efektif.",teknologi layar baru iphone  malah bikin boros baterai daya tahannya jadi berkurang drastis gak efektif,teknologi layar baru iphone malah bikin boros baterai daya tahannya jadi berkurang drastis enggak efektif,"['teknologi', 'layar', 'baru', 'iphone', 'malah', 'bikin', 'boros', 'baterai', 'daya', 'tahannya', 'jadi', 'berkurang', 'drastis', 'enggak', 'efektif']","['teknologi', 'layar', 'bikin', 'boros', 'baterai', 'daya', 'tahannya', 'berkurang', 'drastis', 'efektif']",teknologi layar bikin boros baterai daya tahan kurang drastis efektif,,"Teknologi layar baru iPhone 16 malah bikin boros baterai, daya tahannya jadi berkurang drastis. Gak efektif. ",0,0,1,0,0,0,0,0,0,0,0,0
Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baru upgrade ke paket 5g iphone 16 menang banyak soal kecepatan,baru upgrade ke paket  iphone  menang banyak soal kecepatan,baru upgrade ke paket iphone menang banyak soal kecepatan,"['baru', 'upgrade', 'ke', 'paket', 'iphone', 'menang', 'banyak', 'soal', 'kecepatan']","['upgrade', 'paket', 'menang', 'kecepatan']",upgrade paket menang cepat,,Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan ,2,0,0,0,0,0,0,0,0,0,0,0
"Performa game iPhone 16 stabil, frame rate consistent, gak ada fluktuasi yang ganggu gameplay.",0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"performa game iphone 16 stabil, frame rate consistent, gak ada fluktuasi yang ganggu gameplay.",performa game iphone  stabil frame rate consistent gak ada fluktuasi yang ganggu gameplay,performa game iphone stabil frame rate consistent enggak ada fluktuasi yang ganggu gameplay,"['performa', 'game', 'iphone', 'stabil', 'frame', 'rate', 'consistent', 'enggak', 'ada', 'fluktuasi', 'yang', 'ganggu', 'gameplay']","['performa', 'game', 'stabil', 'frame', 'rate', 'consistent', 'fluktuasi', 'ganggu', 'gameplay']",performa game stabil frame rate consistent fluktuasi ganggu gameplay,,"Performa game iPhone 16 stabil, frame rate consistent, gak ada fluktuasi yang ganggu gameplay. ",0,0,0,0,2,0,0,0,0,0,0,0
Streaming musik lossless tanpa buffering Bisa banget,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,streaming musik lossless tanpa buffering bisa banget,streaming musik lossless tanpa buffering bisa banget,streaming musik lossless tanpa buffering bisa banget,"['streaming', 'musik', 'lossless', 'tanpa', 'buffering', 'bisa', 'banget']","['streaming', 'musik', 'lossless', 'buffering', 'banget']",streaming musik lossless buffering banget,,Streaming musik lossless tanpa buffering Bisa banget ,2,0,0,0,0,0,0,0,0,0,0,0
Prioritas pengambilan objek Output audio Perubahan lambat Prioritas pengambilan objek Prioritas perubahan keras audio Valid Menurut prioritas Output pengambilan objek Foto video Audio Prioritas pengambilan objek Umpan balik langsung,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,prioritas pengambilan objek output audio perubahan lambat prioritas pengambilan objek prioritas perubahan keras audio valid menurut prioritas output pengambilan objek foto video audio prioritas pengambilan objek umpan balik langsung,prioritas pengambilan objek output audio perubahan lambat prioritas pengambilan objek prioritas perubahan keras audio valid menurut prioritas output pengambilan objek foto video audio prioritas pengambilan objek umpan balik langsung,prioritas pengambilan objek output audio perubahan lambat prioritas pengambilan objek prioritas perubahan keras audio valid menurut prioritas output pengambilan objek foto video audio prioritas pengambilan objek umpan balik langsung,"['prioritas', 'pengambilan', 'objek', 'output', 'audio', 'perubahan', 'lambat', 'prioritas', 'pengambilan', 'objek', 'prioritas', 'perubahan', 'keras', 'audio', 'valid', 'menurut', 'prioritas', 'output', 'pengambilan', 'objek', 'foto', 'video', 'audio', 'prioritas', 'pengambilan', 'objek', 'umpan', 'balik', 'langsung']","['prioritas', 'pengambilan', 'objek', 'output', 'audio', 'perubahan', 'lambat', 'prioritas', 'pengambilan', 'objek', 'prioritas', 'perubahan', 'keras', 'audio', 'valid', 'prioritas', 'output', 'pengambilan', 'objek', 'foto', 'video', 'audio', 'prioritas', 'pengambilan', 'objek', 'umpan', 'langsung']",prioritas ambil objek output audio ubah lambat prioritas ambil objek prioritas ubah keras audio valid prioritas output ambil objek foto video audio prioritas ambil objek umpan langsung,,Prioritas pengambilan objek Output audio Perubahan lambat Prioritas pengambilan objek Prioritas perubahan keras audio Valid Menurut prioritas Output pengambilan objek Foto video Audio Prioritas pengambilan objek Umpan balik langsung ,0,0,0,0,0,0,0,1,0,0,0,0
"Grafik penggunaan baterai iPhone 16  terlalu teknis dan ribet dibaca,  gak semua pengguna paham maksud grafiknya,  kurang user-friendly.",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"grafik penggunaan baterai iphone 16  terlalu teknis dan ribet dibaca,  gak semua pengguna paham maksud grafiknya,  kurang user-friendly.",grafik penggunaan baterai iphone   terlalu teknis dan ribet dibaca  gak semua pengguna paham maksud grafiknya  kurang userfriendly,grafik penggunaan baterai iphone terlalu teknis dan ribet dibaca enggak semua pengguna paham maksud grafiknya kurang userfriendly,"['grafik', 'penggunaan', 'baterai', 'iphone', 'terlalu', 'teknis', 'dan', 'ribet', 'dibaca', 'enggak', 'semua', 'pengguna', 'paham', 'maksud', 'grafiknya', 'kurang', 'userfriendly']","['grafik', 'penggunaan', 'baterai', 'teknis', 'ribet', 'dibaca', 'pengguna', 'paham', 'maksud', 'grafiknya', 'userfriendly']",grafik guna baterai teknis ribet baca guna paham maksud grafik userfriendly,,"Grafik penggunaan baterai iPhone 16  terlalu teknis dan ribet dibaca,  gak semua pengguna paham maksud grafiknya,  kurang user-friendly. ",0,0,0,0,0,0,0,0,0,0,1,0
Kualitas kamera pada iPhone 16 pro ini luar biasa,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,kualitas kamera pada iphone 16 pro ini luar biasa,kualitas kamera pada iphone  pro ini luar biasa,kualitas kamera pada iphone pro ini luar biasa,"['kualitas', 'kamera', 'pada', 'iphone', 'pro', 'ini', 'luar', 'biasa']","['kualitas', 'kamera']",kualitas kamera,,Kualitas kamera pada iPhone 16 pro ini luar biasa ,0,0,0,0,0,0,2,0,0,0,0,0
"Performa memory iPhone 16 gak pernah ngecewain memory, selalu konsisten memory dan dapat diandalkan memory.""",0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"performa memory iphone 16 gak pernah ngecewain memory, selalu konsisten memory dan dapat diandalkan memory.""",performa memory iphone  gak pernah ngecewain memory selalu konsisten memory dan dapat diandalkan memory,performa memory iphone enggak pernah ngecewain memory selalu konsisten memory dan dapat diandalkan memory,"['performa', 'memory', 'iphone', 'enggak', 'pernah', 'ngecewain', 'memory', 'selalu', 'konsisten', 'memory', 'dan', 'dapat', 'diandalkan', 'memory']","['performa', 'memory', 'ngecewain', 'memory', 'konsisten', 'memory', 'diandalkan', 'memory']",performa memory ngecewain memory konsisten memory andal memory,,"Performa memory iPhone 16 gak pernah ngecewain memory, selalu konsisten memory dan dapat diandalkan memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
"ProRes video iPhone 16 file sizenya terlalu besar, makan storage banyak dan editing berat di laptop biasa.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"prores video iphone 16 file sizenya terlalu besar, makan storage banyak dan editing berat di laptop biasa.",prores video iphone  file sizenya terlalu besar makan storage banyak dan editing berat di laptop biasa,prores video iphone file sizenya terlalu besar makan storage banyak dan editing berat di laptop biasa,"['prores', 'video', 'iphone', 'file', 'sizenya', 'terlalu', 'besar', 'makan', 'storage', 'banyak', 'dan', 'editing', 'berat', 'di', 'laptop', 'biasa']","['prores', 'video', 'file', 'sizenya', 'makan', 'storage', 'editing', 'berat', 'laptop']",prores video file sizenya makan storage editing berat laptop,,"ProRes video iPhone 16 file sizenya terlalu besar, makan storage banyak dan editing berat di laptop biasa. ",0,0,0,0,0,0,1,0,0,0,0,0
"Dynamic range output kamera iPhone 16 sempit, detail di area gelap atau terang sering hilang, kurang memuaskan.",0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"dynamic range output kamera iphone 16 sempit, detail di area gelap atau terang sering hilang, kurang memuaskan.",dynamic range output kamera iphone  sempit detail di area gelap atau terang sering hilang kurang memuaskan,dynamic range output kamera iphone sempit detail di area gelap atau terang sering hilang kurang puas,"['dynamic', 'range', 'output', 'kamera', 'iphone', 'sempit', 'detail', 'di', 'area', 'gelap', 'atau', 'terang', 'sering', 'hilang', 'kurang', 'puas']","['dynamic', 'range', 'output', 'kamera', 'sempit', 'detail', 'area', 'gelap', 'terang', 'hilang', 'puas']",dynamic range output kamera sempit detail area gelap terang hilang puas,,"Dynamic range output kamera iPhone 16 sempit, detail di area gelap atau terang sering hilang, kurang memuaskan. ",0,0,0,0,0,0,1,0,0,0,0,0
"Output kamera iPhone 16 mudah dibersihkan visualnya, tampilan output foto dan video bersih dan jernih, tidak ada artefak atau noise visual yang mengganggu.",0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,"output kamera iphone 16 mudah dibersihkan visualnya, tampilan output foto dan video bersih dan jernih, tidak ada artefak atau noise visual yang mengganggu.",output kamera iphone  mudah dibersihkan visualnya tampilan output foto dan video bersih dan jernih tidak ada artefak atau noise visual yang mengganggu,output kamera iphone mudah dibersihkan visualnya tampilan output foto dan video bersih dan jernih tidak ada artefak atau noise visual yang mengganggu,"['output', 'kamera', 'iphone', 'mudah', 'dibersihkan', 'visualnya', 'tampilan', 'output', 'foto', 'dan', 'video', 'bersih', 'dan', 'jernih', 'tidak', 'ada', 'artefak', 'atau', 'noise', 'visual', 'yang', 'mengganggu']","['output', 'kamera', 'mudah', 'dibersihkan', 'visualnya', 'tampilan', 'output', 'foto', 'video', 'bersih', 'jernih', 'artefak', 'noise', 'visual', 'mengganggu']",output kamera mudah bersih visual tampil output foto video bersih jernih artefak noise visual ganggu,,"Output kamera iPhone 16 mudah dibersihkan visualnya, tampilan output foto dan video bersih dan jernih, tidak ada artefak atau noise visual yang mengganggu. ",0,0,0,0,0,0,2,0,0,0,0,0
"Desain bodi iPhone 16 ini elegant but boring, desainnya terlalu aman dan gak ada inovasi baru yang fresh.",0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"desain bodi iphone 16 ini elegant but boring, desainnya terlalu aman dan gak ada inovasi baru yang fresh.",desain bodi iphone  ini elegant but boring desainnya terlalu aman dan gak ada inovasi baru yang fresh,desain bodi iphone ini elegant but boring desainnya terlalu aman dan enggak ada inovasi baru yang fresh,"['desain', 'bodi', 'iphone', 'ini', 'elegant', 'but', 'boring', 'desainnya', 'terlalu', 'aman', 'dan', 'enggak', 'ada', 'inovasi', 'baru', 'yang', 'fresh']","['desain', 'bodi', 'elegant', 'but', 'boring', 'desainnya', 'aman', 'inovasi', 'fresh']",desain bodi elegant but boring desain aman inovasi fresh,,"Desain bodi iPhone 16 ini elegant but boring, desainnya terlalu aman dan gak ada inovasi baru yang fresh. ",0,2,0,0,0,0,0,0,0,0,0,0
"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory.""",0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"kualitas audio memory iphone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory.""",kualitas audio memory iphone  ini superior memory performanya jernih memory dan bass memory nya nendang memory,kualitas audio memory iphone ini superior memory performanya jernih memory dan bass memory nya nendang memory,"['kualitas', 'audio', 'memory', 'iphone', 'ini', 'superior', 'memory', 'performanya', 'jernih', 'memory', 'dan', 'bass', 'memory', 'nya', 'nendang', 'memory']","['kualitas', 'audio', 'memory', 'superior', 'memory', 'performanya', 'jernih', 'memory', 'bass', 'memory', 'nya', 'nendang', 'memory']",kualitas audio memory superior memory performa jernih memory bass memory nya nendang memory,,"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory."" ",0,0,0,0,0,2,0,0,0,0,0,0
"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android.",0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"navigasi ios 18 iphone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu android.",navigasi ios  iphone  gak bikin pusing semua jelas terarah gak kayak labirin menu android,navigasi ios iphone enggak bikin pusing semua jelas terarah enggak kayak labirin menu android,"['navigasi', 'ios', 'iphone', 'enggak', 'bikin', 'pusing', 'semua', 'jelas', 'terarah', 'enggak', 'kayak', 'labirin', 'menu', 'android']","['navigasi', 'ios', 'bikin', 'pusing', 'terarah', 'kayak', 'labirin', 'menu', 'android']",navigasi ios bikin pusing arah kayak labirin menu android,,"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android. ",0,0,0,2,0,0,0,0,0,0,0,0
