full_text,image_url,network,body,display,platform,performance,memory,camera,sound,communications,features,battery,accessories,ocr_text,combined_text,processed_combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan,0,2,0,0,0,0,0,0,0,0,0,0,0,,Baru upgrade ke paket 5G iPhone 16 menang banyak soal kecepatan ,upgrade paket menang cepat,2,0,0,0,0,0,0,0,0,0,0,0
"Performa game iPhone 16 stabil, frame rate consistent, gak ada fluktuasi yang ganggu gameplay.",0,0,0,0,0,2,0,0,0,0,0,0,0,,"Performa game iPhone 16 stabil, frame rate consistent, gak ada fluktuasi yang ganggu gameplay. ",performa game stabil frame rate consistent fluktuasi ganggu gameplay,0,0,0,0,2,0,0,0,0,0,0,0
Streaming musik lossless tanpa buffering Bisa banget,0,2,0,0,0,0,0,0,0,0,0,0,0,,Streaming musik lossless tanpa buffering Bisa banget ,streaming musik lossless buffering banget,2,0,0,0,0,0,0,0,0,0,0,0
Prioritas pengambilan objek Output audio Perubahan lambat Prioritas pengambilan objek Prioritas perubahan keras audio Valid Menurut prioritas Output pengambilan objek Foto video Audio Prioritas pengambilan objek Umpan balik langsung,0,0,0,0,0,0,0,0,1,0,0,0,0,,Prioritas pengambilan objek Output audio Perubahan lambat Prioritas pengambilan objek Prioritas perubahan keras audio Valid Menurut prioritas Output pengambilan objek Foto video Audio Prioritas pengambilan objek Umpan balik langsung ,prioritas ambil objek output audio ubah lambat prioritas ambil objek prioritas ubah keras audio valid prioritas output ambil objek foto video audio prioritas ambil objek umpan langsung,0,0,0,0,0,0,0,1,0,0,0,0
"Grafik penggunaan baterai iPhone 16  terlalu teknis dan ribet dibaca,  gak semua pengguna paham maksud grafiknya,  kurang user-friendly.",0,0,0,0,0,0,0,0,0,0,0,1,0,,"Grafik penggunaan baterai iPhone 16  terlalu teknis dan ribet dibaca,  gak semua pengguna paham maksud grafiknya,  kurang user-friendly. ",grafik guna baterai teknis ribet baca guna paham maksud grafik userfriendly,0,0,0,0,0,0,0,0,0,0,1,0
Kualitas kamera pada iPhone 16 pro ini luar biasa,0,0,0,0,0,0,0,2,0,0,0,0,0,,Kualitas kamera pada iPhone 16 pro ini luar biasa ,kualitas kamera,0,0,0,0,0,0,2,0,0,0,0,0
"Performa memory iPhone 16 gak pernah ngecewain memory, selalu konsisten memory dan dapat diandalkan memory.""",0,0,0,0,0,0,2,0,0,0,0,0,0,,"Performa memory iPhone 16 gak pernah ngecewain memory, selalu konsisten memory dan dapat diandalkan memory."" ",performa memory ngecewain memory konsisten memory andal memory,0,0,0,0,0,2,0,0,0,0,0,0
"ProRes video iPhone 16 file sizenya terlalu besar, makan storage banyak dan editing berat di laptop biasa.",0,0,0,0,0,0,0,1,0,0,0,0,0,,"ProRes video iPhone 16 file sizenya terlalu besar, makan storage banyak dan editing berat di laptop biasa. ",prores video file sizenya makan storage editing berat laptop,0,0,0,0,0,0,1,0,0,0,0,0
"Dynamic range output kamera iPhone 16 sempit, detail di area gelap atau terang sering hilang, kurang memuaskan.",0,0,0,0,0,0,0,1,0,0,0,0,0,,"Dynamic range output kamera iPhone 16 sempit, detail di area gelap atau terang sering hilang, kurang memuaskan. ",dynamic range output kamera sempit detail area gelap terang hilang puas,0,0,0,0,0,0,1,0,0,0,0,0
"Output kamera iPhone 16 mudah dibersihkan visualnya, tampilan output foto dan video bersih dan jernih, tidak ada artefak atau noise visual yang mengganggu.",0,0,0,0,0,0,0,2,0,0,0,0,0,,"Output kamera iPhone 16 mudah dibersihkan visualnya, tampilan output foto dan video bersih dan jernih, tidak ada artefak atau noise visual yang mengganggu. ",output kamera mudah bersih visual tampil output foto video bersih jernih artefak noise visual ganggu,0,0,0,0,0,0,2,0,0,0,0,0
"Desain bodi iPhone 16 ini elegant but boring, desainnya terlalu aman dan gak ada inovasi baru yang fresh.",0,0,1,0,0,0,0,0,0,0,0,0,0,,"Desain bodi iPhone 16 ini elegant but boring, desainnya terlalu aman dan gak ada inovasi baru yang fresh. ",desain bodi elegant but boring desain aman inovasi fresh,0,2,0,0,0,0,0,0,0,0,0,0
"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory.""",0,0,0,0,0,0,2,0,0,0,0,0,0,,"Kualitas audio memory iPhone 16 ini superior memory, performanya jernih memory dan bass memory nya nendang memory."" ",kualitas audio memory superior memory performa jernih memory bass memory nya nendang memory,0,0,0,0,0,2,0,0,0,0,0,0
"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android.",0,0,0,0,2,0,0,0,0,0,0,0,0,,"Navigasi IOS 18 iPhone 16 gak bikin pusing, semua jelas, terarah, gak kayak labirin menu Android. ",navigasi ios bikin pusing arah kayak labirin menu android,0,0,0,2,0,0,0,0,0,0,0,0
Apple Intelligence iPhone 16  bisa improve kualitas video call low-light! Tampilan video call malam hari jadi lebih terang dan jelas.,0,0,0,0,0,0,0,0,0,0,2,0,0,,Apple Intelligence iPhone 16  bisa improve kualitas video call low-light! Tampilan video call malam hari jadi lebih terang dan jelas. ,intelligence improve kualitas video call lowlight tampil video call malam terang,0,0,0,0,0,0,0,0,0,2,0,0
"Action Button iPhone 16  bisa buat kontrol playback audio! Play, pause, skip music langsung dari tombol.",0,0,0,0,0,0,0,0,0,0,2,0,0,,"Action Button iPhone 16  bisa buat kontrol playback audio! Play, pause, skip music langsung dari tombol. ",action button kontrol playback audio play pause skip music langsung tombol,0,0,0,0,0,0,0,0,0,2,0,0
"Dynamic Island iPhone 16  warnanya kadang kurang matching sama wallpaper,  tampilan Dynamic Island jadi kurang estetis.",0,0,0,0,0,0,0,0,0,0,1,0,0,,"Dynamic Island iPhone 16  warnanya kadang kurang matching sama wallpaper,  tampilan Dynamic Island jadi kurang estetis. ",dynamic island warna kadang matching wallpaper tampil dynamic island estetis,0,0,0,0,0,0,0,0,0,1,0,0
FaceTime suka disconnect sendiri pas sinyal lemah.,0,1,0,0,0,0,0,0,0,0,0,0,0,,FaceTime suka disconnect sendiri pas sinyal lemah. ,facetime suka disconnect pas sinyal lemah,1,0,0,0,0,0,0,0,0,0,0,0
"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja.""",0,0,0,0,0,1,0,0,0,0,0,0,0,,"Performa game iPhone 16 gak sesuai hype, katanya powerful tapi kok gini-gini aja."" ",performa game sesuai hype powerful ginigini,0,0,0,0,1,0,0,0,0,0,0,0
"Mono Light output iPhone 16 gampang diaktifkan di portrait mode, mono light mudah diaktifkan di mode portrait untuk menghasilkan output foto monokrom klasik, simpel.",0,0,0,0,0,0,0,2,0,0,0,0,0,,"Mono Light output iPhone 16 gampang diaktifkan di portrait mode, mono light mudah diaktifkan di mode portrait untuk menghasilkan output foto monokrom klasik, simpel. ",mono light output gampang aktif portrait mode mono light mudah aktif mode portrait hasil output foto monokrom klasik simpel,0,0,0,0,0,0,2,0,0,0,0,0
"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini cepat banget prosesnya memory kayak kilat super sonic tercepat di dunia, performanya ngebut memory rendering video gameplay kualitas terwahid secepat kedipan mata malaikat agung tanpa tandingan di seluruh alam semesta dan multiverse.""",0,0,0,0,0,0,2,0,0,0,0,0,0,,"Buat editing video gameplay kualitas terwahid memory iPhone 16 ini cepat banget prosesnya memory kayak kilat super sonic tercepat di dunia, performanya ngebut memory rendering video gameplay kualitas terwahid secepat kedipan mata malaikat agung tanpa tandingan di seluruh alam semesta dan multiverse."" ",editing video gameplay kualitas wahid memory cepat banget proses memory kayak kilat super sonic cepat dunia performa ngebut memory rendering video gameplay kualitas wahid cepat kedip mata malaikat agung tanding alam semesta multiverse,0,0,0,0,2,2,0,0,0,0,0,0
"Bodi iPhone 16 ini the epitome of design excellence, lambang dari kesempurnaan desain HP.",0,0,2,0,0,0,0,0,0,0,0,0,0,,"Bodi iPhone 16 ini the epitome of design excellence, lambang dari kesempurnaan desain HP. ",bodi the epitome of design excellence lambang sempurna desain hp,0,2,0,0,0,0,0,0,0,0,0,0
"Audio levels output iPhone 16 sulit ditampilkan, audio levels sulit ditampilkan di viewfinder dan kurang efektif untuk memantau level audio saat merekam output video dengan visual feedback, tidak simpel.",0,0,0,0,0,0,0,0,1,0,0,0,0,,"Audio levels output iPhone 16 sulit ditampilkan, audio levels sulit ditampilkan di viewfinder dan kurang efektif untuk memantau level audio saat merekam output video dengan visual feedback, tidak simpel. ",audio levels output sulit tampil audio levels sulit tampil viewfinder efektif pantau level audio rekam output video visual feedback simpel,0,0,0,0,0,0,1,1,0,0,0,0
Mic iPhone 16 bagus buat rekam video akustik! Suara alat musik dan vokal terekam dengan detail dan natural.,0,0,0,0,0,0,0,0,2,0,0,0,0,,Mic iPhone 16 bagus buat rekam video akustik! Suara alat musik dan vokal terekam dengan detail dan natural. ,mic bagus rekam video akustik suara alat musik vokal rekam detail natural,0,0,0,0,0,0,0,2,0,0,0,0
iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak,0,0,0,0,0,1,0,0,0,0,0,0,0,,iPhone 16 ini cepat habis daya banget kayak reaktor nuklir yang meledak ,cepat habis daya banget kayak reaktor nuklir ledak,0,0,0,0,1,0,0,0,0,0,0,0
"Layar iPhone 16 ini tekdung display, desain layarnya jadi gendut dan gak slim, desain layarnya kurang modern dan malah keliatan jadul desain layarnya.",0,0,0,1,0,0,0,0,0,0,0,0,0,,"Layar iPhone 16 ini tekdung display, desain layarnya jadi gendut dan gak slim, desain layarnya kurang modern dan malah keliatan jadul desain layarnya. ",layar tekdung display desain layar gendut slim desain layar modern jadul desain layar,0,0,1,0,0,0,0,0,0,0,0,0
"Saat ini menggunakan iPhone 14 Pro Max dan sedang mempertimbangkan untuk melakukan upgrade. Tidak yakin apakah saya harus memilih 15 Pro Max dan menghemat uang atau hanya membeli 16 Pro Max yang kemungkinan harganya lebih mahal tetapi memiliki beberapa fitur yang sangat saya sukai. Buat saya datang, beri saran kepada saya ",0,0,0,0,0,0,0,0,0,0,2,0,0,,"Saat ini menggunakan iPhone 14 Pro Max dan sedang mempertimbangkan untuk melakukan upgrade. Tidak yakin apakah saya harus memilih 15 Pro Max dan menghemat uang atau hanya membeli 16 Pro Max yang kemungkinan harganya lebih mahal tetapi memiliki beberapa fitur yang sangat saya sukai. Buat saya datang, beri saran kepada saya  ",timbang upgrade pilih hemat uang beli harga mahal milik fitur suka saran,0,0,0,0,0,0,0,0,0,2,0,0
"Fitur optimized battery charging iPhone 16  lama banget nge-charge sampai 80%,  kelamaan nungguin baterai penuh,  gak sabar.",0,0,0,0,0,0,0,0,0,0,0,1,0,,"Fitur optimized battery charging iPhone 16  lama banget nge-charge sampai 80%,  kelamaan nungguin baterai penuh,  gak sabar. ",fitur optimized battery charging banget ngecharge tunggu baterai penuh sabar,0,0,0,0,0,0,0,0,0,0,1,0
"Tombol kamera iPhone 16  tidak berisik!  Suara tombol shutter minim banget,  gak ganggu saat foto di tempat sepi.",0,0,0,0,0,0,0,0,0,0,2,0,0,,"Tombol kamera iPhone 16  tidak berisik!  Suara tombol shutter minim banget,  gak ganggu saat foto di tempat sepi. ",tombol kamera berisik suara tombol shutter minim banget ganggu foto sepi,0,0,0,0,0,0,0,0,0,2,0,0
"Widget IOS 18 iPhone 16 ini too bermanfaat, too crowded and distracting on homescreen, lack of minimalist and clean design.",0,0,0,0,1,0,0,0,0,0,0,0,0,,"Widget IOS 18 iPhone 16 ini too bermanfaat, too crowded and distracting on homescreen, lack of minimalist and clean design. ",widget ios too manfaat too crowded and distracting on homescreen lack of minimalist and clean design,0,0,0,1,0,0,0,0,0,0,0,0
"USB Type-C iPhone 16 power sharing output daya per port jadi lebih kecil kalau charging multi-device, charging jadi lebih lambat.",0,0,0,0,0,0,0,0,0,1,0,0,0,,"USB Type-C iPhone 16 power sharing output daya per port jadi lebih kecil kalau charging multi-device, charging jadi lebih lambat. ",usb typec power sharing output daya port charging multidevice charging lambat,0,0,0,0,0,0,0,0,1,0,0,0
"Baterai iPhone 16 cocok untuk penggunaan normal, daya tahan baterai cukup untuk penggunaan sehari-hari normal,  baterai awet untuk aktivitas harian.",0,0,0,0,0,0,0,0,0,0,0,2,0,,"Baterai iPhone 16 cocok untuk penggunaan normal, daya tahan baterai cukup untuk penggunaan sehari-hari normal,  baterai awet untuk aktivitas harian. ",baterai cocok guna normal daya tahan baterai guna seharihari normal baterai awet aktivitas hari,0,0,0,0,0,0,0,0,0,0,2,0
"Control Center IOS 18 iPhone 16 praktis, gak kayak control center HP lain yang ramai atau gak berguna.",0,0,0,0,2,0,0,0,0,0,0,0,0,,"Control Center IOS 18 iPhone 16 praktis, gak kayak control center HP lain yang ramai atau gak berguna. ",control center ios praktis kayak control center hp ramai guna,0,0,0,2,0,0,0,0,0,0,0,0
"Fitur Apple Intelligence untuk baterai iPhone 16 AI baterai terobosan baru, Apple Intelligence memberikan fitur AI baterai yang merupakan terobosan baru di dunia smartphone,  AI baterai iPhone 16  beneran terobosan.",0,0,0,0,0,0,0,0,0,0,0,2,0,,"Fitur Apple Intelligence untuk baterai iPhone 16 AI baterai terobosan baru, Apple Intelligence memberikan fitur AI baterai yang merupakan terobosan baru di dunia smartphone,  AI baterai iPhone 16  beneran terobosan. ",fitur intelligence baterai baterai terobos intelligence fitur baterai terobos dunia smartphone baterai benar terobos,0,0,0,0,0,0,0,0,0,0,2,0
Gonta-ganti jaringan dari WiFi ke seluler sering ada delay.,0,1,0,0,0,0,0,0,0,0,0,0,0,,Gonta-ganti jaringan dari WiFi ke seluler sering ada delay. ,gontaganti jaring wifi seluler delay,1,0,0,0,0,0,0,0,0,0,0,0
"Portrait mode depth control output iPhone 16 gampang diatur, portrait mode depth control mudah diatur levelnya untuk mengatur intensitas bokeh pada output foto portrait, simpel.",0,0,0,0,0,0,0,2,0,0,0,0,0,,"Portrait mode depth control output iPhone 16 gampang diatur, portrait mode depth control mudah diatur levelnya untuk mengatur intensitas bokeh pada output foto portrait, simpel. ",portrait mode depth control output gampang atur portrait mode depth control mudah atur level atur intensitas bokeh output foto portrait simpel,0,0,0,0,0,0,2,0,0,0,0,0
"Overall memory iPhone 16 ini luar biasa, amazing dan excellent dalam segala aspek, best memory iPhone ever!",0,0,0,0,0,0,2,0,0,0,0,0,0,,"Overall memory iPhone 16 ini luar biasa, amazing dan excellent dalam segala aspek, best memory iPhone ever! ",overall memory amazing excellent aspek best memory ever,0,0,0,0,0,2,0,0,0,0,0,0
"Bodi iPhone 16 ini masterpiece desain, gak ada cacatnya sama sekali. Sempurna!",0,0,2,0,0,0,0,0,0,0,0,0,0,,"Bodi iPhone 16 ini masterpiece desain, gak ada cacatnya sama sekali. Sempurna! ",bodi masterpiece desain cacat sempurna,0,2,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 ini underwhelming, gak ada yang spesial dan gak bikin excited. Desainnya biasa aja.",0,0,1,0,0,0,0,0,0,0,0,0,0,,"Bodi iPhone 16 ini underwhelming, gak ada yang spesial dan gak bikin excited. Desainnya biasa aja. ",bodi underwhelming spesial bikin excited desain,0,1,0,0,0,0,0,0,0,0,0,0
"Bodi iPhone 16 ini fantastic dan hebat, desain yang bikin jatuh hati.",0,0,2,0,0,0,0,0,0,0,0,0,0,,"Bodi iPhone 16 ini fantastic dan hebat, desain yang bikin jatuh hati. ",bodi fantastic hebat desain bikin jatuh hati,0,2,0,0,0,0,0,0,0,0,0,0
"Output kamera iPhone 16 cepat beradaptasi dengan cahaya, perubahan kondisi cahaya langsung direspon dengan baik, hasil foto tetap optimal.",0,0,0,0,0,0,0,2,0,0,0,0,0,,"Output kamera iPhone 16 cepat beradaptasi dengan cahaya, perubahan kondisi cahaya langsung direspon dengan baik, hasil foto tetap optimal. ",output kamera cepat adaptasi cahaya ubah kondisi cahaya langsung direspon hasil foto optimal,0,0,0,0,0,0,2,0,0,0,0,0
Keluaran audio AF berkelanjutan lambat aktif audio AF kontinu sulit aktif praktis keluaran foto video fokus audio instan,0,0,0,0,0,0,0,0,1,0,0,0,0,,Keluaran audio AF berkelanjutan lambat aktif audio AF kontinu sulit aktif praktis keluaran foto video fokus audio instan ,keluar audio af lanjut lambat aktif audio af kontinu sulit aktif praktis keluar foto video fokus audio instan,0,0,0,0,0,0,0,1,0,0,0,0
"Display iPhone 16 ini not ergonomic display, desain layarnya gak ergonomis dan gak nyaman buat mata.",0,0,0,1,0,0,0,0,0,0,0,0,0,,"Display iPhone 16 ini not ergonomic display, desain layarnya gak ergonomis dan gak nyaman buat mata. ",display not ergonomic display desain layar ergonomis nyaman mata,0,0,1,0,0,0,0,0,0,0,0,0
"Speaker merespons perubahan konversi frekuensi audio dengan cepat, dan dinamika musik lancar dan cepat",0,0,0,0,0,0,0,0,2,0,0,0,0,,"Speaker merespons perubahan konversi frekuensi audio dengan cepat, dan dinamika musik lancar dan cepat ",speaker respons ubah konversi frekuensi audio cepat dinamika musik lancar cepat,0,0,0,0,0,0,0,2,0,0,0,0
Inovasi desain bodi iPhone 16 emang out of the box! Apple selalu selangkah lebih maju.,0,0,2,0,0,0,0,0,0,0,0,0,0,,Inovasi desain bodi iPhone 16 emang out of the box! Apple selalu selangkah lebih maju. ,inovasi desain bodi out of the box selang maju,0,2,0,0,0,0,0,0,0,0,0,0
"Desain baterai iPhone 16  non-removable,  baterai gak bisa diganti sendiri kalau rusak,  nyusahin kalau mau ganti baterai harus ke service center.",0,0,0,0,0,0,0,0,0,0,0,1,0,,"Desain baterai iPhone 16  non-removable,  baterai gak bisa diganti sendiri kalau rusak,  nyusahin kalau mau ganti baterai harus ke service center. ",desain baterai nonremovable baterai ganti rusak nyusahin ganti baterai service center,0,0,0,0,0,0,0,0,0,0,1,0
Aksesori bekas mahal dibandingkan dengan usianya,0,0,0,0,0,0,0,0,0,0,0,0,1,,Aksesori bekas mahal dibandingkan dengan usianya ,aksesori bekas mahal banding usia,0,0,0,0,0,0,0,0,0,0,0,1
Sekarang nggak perlu takut lost connection pas lagi call penting,0,2,0,0,0,0,0,0,0,0,0,0,0,,Sekarang nggak perlu takut lost connection pas lagi call penting ,takut lost connection pas call,2,0,0,0,0,0,0,0,0,0,0,0
Desain pengisi daya pengisian cepat datar standar,0,0,0,0,0,0,0,0,0,0,0,0,1,,Desain pengisi daya pengisian cepat datar standar ,desain isi daya isi cepat datar standar,0,0,0,0,0,0,0,0,0,0,0,1
"Brightness level output iPhone 16 lambat diatur, brightness level sulit diatur tingkatnya dan kurang praktis untuk menyesuaikan level kecerahan pada output foto dan video, tidak simpel.",0,0,0,0,0,0,0,1,0,0,0,0,0,,"Brightness level output iPhone 16 lambat diatur, brightness level sulit diatur tingkatnya dan kurang praktis untuk menyesuaikan level kecerahan pada output foto dan video, tidak simpel. ",brightness level output lambat atur brightness level sulit atur tingkat praktis sesuai level cerah output foto video simpel,0,0,0,0,0,0,1,0,0,0,0,0
"Di iPhone 16, akan lebih baik jika tombol ambil memiliki kunci sidik jari bawaan. Lapisan kristal safir berpadu sempurna dengan membuka kunci ponsel dengan jari",0,0,1,0,0,0,0,0,0,0,1,0,0,,"Di iPhone 16, akan lebih baik jika tombol ambil memiliki kunci sidik jari bawaan. Lapisan kristal safir berpadu sempurna dengan membuka kunci ponsel dengan jari ",tombol ambil milik kunci sidik jari bawa lapis kristal safir padu sempurna buka kunci ponsel jari,0,1,0,0,0,0,0,0,0,1,0,0
"Tombol kamera iPhone 16 posisinya kurang enak,  kadang kepencet gak sengaja pas lagi main game.",0,0,0,0,0,0,0,0,0,0,1,0,0,,"Tombol kamera iPhone 16 posisinya kurang enak,  kadang kepencet gak sengaja pas lagi main game. ",tombol kamera posisi enak kadang pencet sengaja pas main game,0,0,0,0,0,0,0,0,0,1,0,0
"Aku sudah punya iPhone selama beberapa tahun sekarang dan bateraiku tidak terlalu bagus dan aku tidak punya banyak penyimpanan tersisa jadi aku akhirnya menggunakan rilis iPhone baru dan memesan di muka 16 max, cantik sekali",0,0,0,0,0,0,0,0,0,0,0,1,0,,"Aku sudah punya iPhone selama beberapa tahun sekarang dan bateraiku tidak terlalu bagus dan aku tidak punya banyak penyimpanan tersisa jadi aku akhirnya menggunakan rilis iPhone baru dan memesan di muka 16 max, cantik sekali ",baterai bagus simpan sisa rilis mes muka cantik,0,0,0,0,0,0,0,0,0,0,1,0
"Streaming video di sosial media lebih lancar, nggak ada buffering.",0,2,0,0,0,0,0,0,0,0,0,0,0,,"Streaming video di sosial media lebih lancar, nggak ada buffering. ",streaming video sosial media lancar buffering,2,0,0,0,0,0,0,0,0,0,0,0
Sering gagal buka website karena internet lambat!,0,1,0,0,0,0,0,0,0,0,0,0,0,,Sering gagal buka website karena internet lambat! ,gagal buka website internet lambat,1,0,0,0,0,0,0,0,0,0,0,0
"Loading speed game iPhone 16 ini selambat siput keong racun, performanya buka game dan map nunggunya lama banget, loadingnya bikin emosi jiwa, jadi males duluan mau ngegame!""",0,0,0,0,0,1,0,0,0,0,0,0,0,,"Loading speed game iPhone 16 ini selambat siput keong racun, performanya buka game dan map nunggunya lama banget, loadingnya bikin emosi jiwa, jadi males duluan mau ngegame!"" ",loading speed game lambat siput keong racun performa buka game map nunggunya banget loadingnya bikin emosi jiwa malas duluan ngegame,0,0,0,0,1,0,0,0,0,0,0,0
"Dynamic Island iPhone 16  integrasi aplikasi pihak ketiga masih terbatas,  belum semua aplikasi populer support Dynamic Island.",0,0,0,0,0,0,0,0,0,0,1,0,0,,"Dynamic Island iPhone 16  integrasi aplikasi pihak ketiga masih terbatas,  belum semua aplikasi populer support Dynamic Island. ",dynamic island integrasi aplikasi tiga batas aplikasi populer support dynamic island,0,0,0,0,0,0,0,0,0,1,0,0
"Kecepatan memory iPhone 16 ini meroket, performanya cepat dan efisien dalam semua aspek, memory berkualitas tinggi.""",0,0,0,0,0,0,2,0,0,0,0,0,0,,"Kecepatan memory iPhone 16 ini meroket, performanya cepat dan efisien dalam semua aspek, memory berkualitas tinggi."" ",cepat memory roket performa cepat efisien aspek memory kualitas,0,0,0,0,0,2,0,0,0,0,0,0
"Layar iPhone 16 ini too flashy display, warna layarnya terlalu mencolok dan norak, gak elegan dan malah kampungan.",0,0,0,1,0,0,0,0,0,0,0,0,0,,"Layar iPhone 16 ini too flashy display, warna layarnya terlalu mencolok dan norak, gak elegan dan malah kampungan. ",layar too flashy display warna layar colok norak elegan kampung,0,0,1,0,0,0,0,0,0,0,0,0
Baterai case iPhone 16 Stainless steel Jika digunakan oleh hacker ledakannya akan lebih dahsyat https://t.co/zLJHjWVmHR,https://pbs.twimg.com/media/GX3XapWaUAAolJU.png,0,0,0,0,0,0,0,0,0,0,0,1,"ek

","Baterai case iPhone 16 Stainless steel Jika digunakan oleh hacker ledakannya akan lebih dahsyat https://t.co/zLJHjWVmHR ek

",baterai case stainless steel hacker ledak dahsyat ek,0,0,0,0,0,0,0,0,0,0,0,1
NFC iPhone 16 mendukung NFC Data Exchange Format (NDEF)! Standar format data NFC universal dan kompatibel dengan banyak aplikasi dan platform.,0,0,0,0,0,0,0,0,0,2,0,0,0,,NFC iPhone 16 mendukung NFC Data Exchange Format (NDEF)! Standar format data NFC universal dan kompatibel dengan banyak aplikasi dan platform. ,nfc dukung nfc data exchange format ndef standar format data nfc universal kompatibel aplikasi platform,0,0,0,0,0,0,0,0,2,0,0,0
"iPhone 16 ini daya tahan baterai awet banget buat mobile gaming, long battery life buat marathon gaming session tanpa henti.""",0,0,0,0,0,2,0,0,0,0,0,0,0,,"iPhone 16 ini daya tahan baterai awet banget buat mobile gaming, long battery life buat marathon gaming session tanpa henti."" ",daya tahan baterai awet banget mobile gaming long battery life marathon gaming session henti,0,0,0,0,2,0,0,0,0,0,0,0
"Performa memory grafis iPhone 16 terkadang kurang optimal, *game dengan grafis super tinggi mungkin masih ada sedikit lag.""",0,0,0,0,0,0,1,0,0,0,0,0,0,,"Performa memory grafis iPhone 16 terkadang kurang optimal, *game dengan grafis super tinggi mungkin masih ada sedikit lag."" ",performa memory grafis terkadang optimal game grafis super lag,0,0,0,0,1,1,0,0,0,0,0,0
"Grafis game di iPhone 16 ini detail banget, rumput, air, bayangan semua keliatan nyata, immersive experience!",0,0,0,0,0,2,0,0,0,0,0,0,0,,"Grafis game di iPhone 16 ini detail banget, rumput, air, bayangan semua keliatan nyata, immersive experience! ",grafis game detail banget rumput air bayang nyata immersive experience,0,0,0,0,2,0,0,0,0,0,0,0
"NFC iPhone 16 ISO/IEC 14443 protocol standar NFC lama dan basic, harusnya Apple bisa pakai protokol NFC yang lebih canggih dan secure.",0,0,0,0,0,0,0,0,0,1,0,0,0,,"NFC iPhone 16 ISO/IEC 14443 protocol standar NFC lama dan basic, harusnya Apple bisa pakai protokol NFC yang lebih canggih dan secure. ",nfc isoiec protocol standar nfc basic pakai protokol nfc canggih secure,0,0,0,0,0,0,0,0,1,0,0,0
wifi benar-benar kehilangan sinyal,0,1,0,0,0,0,0,0,0,0,0,0,0,,wifi benar-benar kehilangan sinyal ,wifi benarbenar hilang sinyal,1,0,0,0,0,0,0,0,0,0,0,0
"Action Button iPhone 16  quick access ke voice memo kurang berguna kalau jarang pakai voice memo,  fitur voice memo kurang populer.",0,0,0,0,0,0,0,0,0,0,1,0,0,,"Action Button iPhone 16  quick access ke voice memo kurang berguna kalau jarang pakai voice memo,  fitur voice memo kurang populer. ",action button quick access voice memo guna jarang pakai voice memo fitur voice memo populer,0,0,0,0,0,0,0,0,0,1,0,0
"Kualitas aksesoris iPhone 16 third-party yang beredar di pasaran sangat bervariasi, sulit memilih.",0,0,0,0,0,0,0,0,0,0,0,0,1,,"Kualitas aksesoris iPhone 16 third-party yang beredar di pasaran sangat bervariasi, sulit memilih. ",kualitas aksesoris thirdparty edar pasar variasi sulit pilih,0,0,0,0,0,0,0,0,0,0,0,1
"Desain bodi iPhone 16 ini innovative, selalu ada hal baru yang ditawarkan.",0,0,2,0,0,0,0,0,0,0,0,0,0,,"Desain bodi iPhone 16 ini innovative, selalu ada hal baru yang ditawarkan. ",desain bodi innovative tawar,0,2,0,0,0,0,0,0,0,0,0,0
"Pengisian cepat iPhone 16 lebih cepat dari kompetitor, kecepatan pengisian cepat iPhone 16  lebih unggul dibanding HP flagship kompetitor lain,  Apple terdepan soal fast charging.",0,0,0,0,0,0,0,0,0,0,0,2,0,,"Pengisian cepat iPhone 16 lebih cepat dari kompetitor, kecepatan pengisian cepat iPhone 16  lebih unggul dibanding HP flagship kompetitor lain,  Apple terdepan soal fast charging. ",isi cepat cepat kompetitor cepat isi cepat unggul banding hp flagship kompetitor depan fast charging,0,0,0,0,0,0,0,0,0,0,2,0
"Vibrancy algorithm output iPhone 16 lambat diganti, vibrancy algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm vibrancy pada output foto dan video, tidak simpel.",0,0,0,0,0,0,0,1,0,0,0,0,0,,"Vibrancy algorithm output iPhone 16 lambat diganti, vibrancy algorithm sulit diganti options selection dan kurang efektif untuk menyesuaikan opsi algorithm vibrancy pada output foto dan video, tidak simpel. ",vibrancy algorithm output lambat ganti vibrancy algorithm sulit ganti options selection efektif sesuai opsi algorithm vibrancy output foto video simpel,0,0,0,0,0,0,1,0,0,0,0,0
